row_id	signal_id	promotion_gate	promotion_priority	promotion_resolution	linked_reviewed_case_id	linked_source_id	linked_source_role	hardening_score	dedupe_key	duplicate_url_count	source_url	url_recovery_status	url_recovery_source	source_host	source_surface_class	source_review_role	review_priority	shards	queries	source_path	source_line	title_or_snippet	source_review_reason	claim_ceiling	next_action	required_hardening_step	forbidden_overread
SRPH-00011	LIMEN-SIGNAL-7343D40663800698	already_reviewed_core_lineage	closed	linked_existing_reviewed_core	LIMEN-000006			5	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/29xxx/C	1	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/29xxx/C	snippet_or_result	source_review_input	raw.githubusercontent.com	security_advisory_or_vulnerability	authoritative_vulnerability_record	P2_article_relevance_review	security-agentic	tool misuse	/srv/tyche/projects/limen-ai-edge-case-atlas/results/security/security-agentic-watch-v0.1.tsv	7	LIMEN-000006 CVE-2023-29374 authoritative T3_authoritative_source LangChain LLMMathChain allowed prompt injection into Python exec, creating arbitrary code execution risk LIMEN-S-032	local watch row names an authoritative CVEProject source surface	surface existence only; no truth/compliance inference	queue bounded source-surface review	No reviewed-core promotion needed; this source surface is already linked to LIMEN-000006. Keep it as source-lineage/dedupe evidence.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00012	LIMEN-SIGNAL-C78923D1ED817815	already_reviewed_core_lineage	closed	linked_existing_reviewed_core	LIMEN-000007			5	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2024/3xxx/CVE-202	1	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2024/3xxx/CVE-202	snippet_or_result	source_review_input	raw.githubusercontent.com	security_advisory_or_vulnerability	authoritative vulnerability record	P2_article_relevance_review	security-agentic	tool misuse	/srv/tyche/projects/limen-ai-edge-case-atlas/results/security/security-agentic-watch-v0.1.tsv	8	LIMEN-000007 CVE-2024-3271 authoritative T3_authoritative_source LlamaIndex safe_eval command injection enabled LLM-generated code to execute OS commands on the host LIMEN-S-036	local security watch row names a concrete CVEProject cvelist source URL	surface existence only; no incident-prevalence inference	extract authoritative record metadata	No reviewed-core promotion needed; this source surface is already linked to LIMEN-000007. Keep it as source-lineage/dedupe evidence.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00013	LIMEN-SIGNAL-3F44EDDED357DD3C	already_reviewed_core_lineage	closed	linked_existing_reviewed_core	LIMEN-000005			4	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2026/2xxx/CVE-2026-	2	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2026/2xxx/CVE-2026-	snippet_or_result	source_review_input	raw.githubusercontent.com	security_advisory_or_vulnerability	authoritative_advisory_record	P2_article_relevance_review	security-agentic	tool misuse	/srv/tyche/projects/limen-ai-edge-case-atlas/results/security/security-agentic-watch-v0.1.tsv	6	LIMEN-000005 CVE-2026-2286 authoritative T3_authoritative_source CrewAI RAG search tools enabled server-side request forgery and internal/cloud content acquisition LIMEN-S-010	Row names the CVEProject authoritative CVE JSON record for this case.	Surface existence/posture only from local metadata.	queue bounded source-surface review	No reviewed-core promotion needed; this source surface is already linked to LIMEN-000005. Keep it as source-lineage/dedupe evidence.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00014	LIMEN-SIGNAL-76F1F9AFAE9DD518	already_reviewed_core_lineage	closed	linked_existing_reviewed_core	LIMEN-000005			4	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2026/2xxx/CVE-2026-	2	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2026/2xxx/CVE-2026-	snippet_or_result	source_review_input	raw.githubusercontent.com	security_advisory_or_vulnerability	authoritative_advisory_surface	P2_article_relevance_review	security-agentic	prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/results/security/security-agentic-watch-v0.1.tsv	6	LIMEN-000005 CVE-2026-2286 authoritative T3_authoritative_source CrewAI RAG search tools enabled server-side request forgery and internal/cloud content acquisition LIMEN-S-010	Security watch row names the authoritative CVEProject cvelist entry directly.	Surface existence/posture only from local metadata.	queue bounded source-surface review	No reviewed-core promotion needed; this source surface is already linked to LIMEN-000005. Keep it as source-lineage/dedupe evidence.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00015	LIMEN-SIGNAL-0A97FC1316473388	already_reviewed_core_lineage	closed	linked_existing_reviewed_core	LIMEN-000003			2	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2025/55xxx	1	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2025/55xxx	snippet_or_result	source_review_input	raw.githubusercontent.com	security_advisory_or_vulnerability	named_direct_source_surface	P2_article_relevance_review	security-agentic	prompt injection	/srv/tyche/projects/limen-ai-edge-case-atlas/results/security/security-agentic-watch-v0.1.tsv	4	LIMEN-000003 CVE-2025-55284 authoritative T3_authoritative_source Claude Code default allowlist enabled unauthorized file read and network exfiltration before forced update LIMEN-S-008	Local row names a concrete authoritative CVE source surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	keep for bounded source-surface review	No reviewed-core promotion needed; this source surface is already linked to LIMEN-000003. Keep it as source-lineage/dedupe evidence.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00016	LIMEN-SIGNAL-B4A837844CBD1A21	source_surface_anchor_only	P2	open_promotion_hardening				9	https://dataprotection.govmu.org/	1	https://dataprotection.govmu.org/	snippet_or_result	source_review_input	dataprotection.govmu.org	regulator_or_public_authority	official regulator surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_2_SOURCE_REFRESH.csv	213	MU,Mauritius,I02,Data Protection Office Mauritius,Data Protection Office Mauritius,,2026-05-30,official_data_protection_authority,positive_regulator_capacity,M,Official DPO site lists Commissioner powers functions enforcement r	Named Mauritius Data Protection Office site is a concrete official regulator surface.	Surface existence/relevance only.	Keep for bounded source-surface review.	Use as source-family, registry, policy, or observability anchor only unless a concrete edge-case claim is later extracted.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00017	LIMEN-SIGNAL-12BF6A08AC675B90	source_surface_anchor_only	P2	open_promotion_hardening				9	https://web.archive.org/web/20240711164208/https://www.doj.nh.gov/sites/g/files/ehbemt721/files/inline-documents/sonh/item-3-lingo-robocall-nal.pdf	1	https://web.archive.org/web/20240711164208/https://www.doj.nh.gov/sites/g/files/ehbemt721/files/inline-documents/sonh/item-3-lingo-robocall-nal.pdf	snippet_or_result	source_review_input	web.archive.org	regulator_or_public_authority	direct_regulator_document	P1_official_or_regulator_review	identity-provenance	deepfake	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-031/new-hampshire-fcc-relay-document-resolution.tsv	3	2026-06-07T23:25:00Z NHFRR-031-002 AR-031-001; NHFR-031-003 FCC Part 2 / Lingo Telecom NAL PDF public archived P	Local resolution row names the FCC/Lingo NAL document closely enough for bounded source-surface review.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claims	queue bounded source-surface review	Use as source-family, registry, policy, or observability anchor only unless a concrete edge-case claim is later extracted.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00018	LIMEN-SIGNAL-0771CF23360FD3F0	source_surface_anchor_only	P2	open_promotion_hardening				8	https://privacy.gov.ph/wp-content/uploads/2025/02/Advisory-2024.12.19-Guidelines-on-Artificial-Intelligence-w-SGD.pdf	2	https://privacy.gov.ph/wp-content/uploads/2025/02/Advisory-2024.12.19-Guidelines-on-Artificial-Intelligence-w-SGD.pdf	snippet_or_result	source_review_input	privacy.gov.ph	regulator_or_public_authority	official_source_surface	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_15_SOURCE_REFRESH.csv	286	PH,Philippines,I10,NPC Advisory No. 2024-04 - Guidelines on Artificial Intelligence,National Privacy Commission,,2026-05-31,regulator advisory,	Names the National Privacy Commission AI advisory PDF.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	bounded source review	Use as source-family, registry, policy, or observability anchor only unless a concrete edge-case claim is later extracted.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00019	LIMEN-SIGNAL-CD061C6682544E4B	source_surface_anchor_only	P2	open_promotion_hardening				7	https://www.cac.gov.cn/2023-07/13/c_1690898327029107.htm	1	https://www.cac.gov.cn/2023-07/13/c_1690898327029107.htm	snippet_or_result	source_review_input	cac.gov.cn	court_or_tribunal	official_direct_surface	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	240	pallas-readiness-sprint-1,CN,China,I08,Interim Measures for Generative AI Services - public-service relevance,Cyberspace Administration of China and other ministries,,2026-05-30,regulation / ministry rule	Local metadata names a concrete official, court, regulator, ministry, register, or procurement surface suitable for bounded source-surface review.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	keep in bounded direct source-surface review set	Use as source-family, registry, policy, or observability anchor only unless a concrete edge-case claim is later extracted.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00020	LIMEN-SIGNAL-39AC5C1E11559821	source_surface_anchor_only	P2	open_promotion_hardening				7	https://www.datatilsynet.no/en/regulations-and-tools/sandbox-for-artificial-intelligence/	2	https://www.datatilsynet.no/en/regulations-and-tools/sandbox-for-artificial-intelligence/	json_field:url	origin_file_line	datatilsynet.no	regulator_or_public_authority	direct_source_surface	P2_article_relevance_review	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/sandboxes-cases-latest.jsonl	3	"{""access_method"": ""direct"", ""already_in_main_dataset"": false, ""category"": ""data-protection-sandbox"", ""content_hash"": ""c1955326f742bc623c80fc9770612f329f2976699f762230f0c9641103c90be0"", ""content_type"": ""text/html; charset=utf-8"", ""dates_foun"	Direct local record names the Norwegian Data Protection Authority AI sandbox as a concrete regulator surface.	source surface exists locally as named; no substantive legality/compliance/safety/prevalence claim	queue bounded source-surface review	Use as source-family, registry, policy, or observability anchor only unless a concrete edge-case claim is later extracted.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00021	LIMEN-SIGNAL-D0ED67951CE4B8D1	source_surface_anchor_only	P2	open_promotion_hardening				7	https://marchespublics.gouv.dj/	1	https://marchespublics.gouv.dj/	snippet_or_result	source_review_input	marchespublics.gouv.dj	court_or_tribunal	official_direct_surface	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_2_SOURCE_REFRESH.csv	126	"DJ,Djibouti,I08,Marches Publics de Djibouti portal,Commission Nationale des Marchés Publics,,2026-05-30,official_procurement_portal,positive_procurement_governance,M,""Portal exposes calls for tenders, procurement procedures, PPP"	Local metadata names a concrete official, court, regulator, ministry, register, or procurement surface suitable for bounded source-surface review.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	keep in bounded direct source-surface review set	Use as source-family, registry, policy, or observability anchor only unless a concrete edge-case claim is later extracted.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00022	LIMEN-SIGNAL-CD6CB161D66E132E	source_surface_anchor_only	P2	open_promotion_hardening				7	https://nest.go.tz/	1	https://nest.go.tz/	snippet_or_result	source_review_input	nest.go.tz	court_or_tribunal	official_direct_surface	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv	270	"TZ,Tanzania,I08,National e-Procurement System of Tanzania,Public Procurement Regulatory Authority / NeST,,2026-05-31,official_e_procurement_portal,positive procurement governance,M,""Official NeST page describes Tanzania's electronic procure"	Local metadata names a concrete official, court, regulator, ministry, register, or procurement surface suitable for bounded source-surface review.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	keep in bounded direct source-surface review set	Use as source-family, registry, policy, or observability anchor only unless a concrete edge-case claim is later extracted.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00023	LIMEN-SIGNAL-75B06D16B083CA8F	source_surface_anchor_only	P2	open_promotion_hardening				6	https://www.bahamas.gov.bs/office-of-the-data-protection-commissioner	2	https://www.bahamas.gov.bs/office-of-the-data-protection-commissioner	snippet_or_result	source_review_input	bahamas.gov.bs	regulator_or_public_authority	official_agency_page	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	1901	pallas-readiness-sprint-3,BS,Bahamas,I05,Office Of The Data Protection Commissioner,Government of The Bahamas,,2026-05-30,government agency page,Shows privacy oversight transparency adjacent	Names a concrete government agency page as a direct institutional surface.	source surface exists locally as named; no substantive incident, legality, compliance, safety, prevalence, or ranking claim.	queue bounded source-surface review	Use as source-family, registry, policy, or observability anchor only unless a concrete edge-case claim is later extracted.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00024	LIMEN-SIGNAL-FC6794AFA52657B8	source_surface_anchor_only	P2	open_promotion_hardening				6	https://www.bahamas.gov.bs/office-of-the-data-protection-commissioner	2	https://www.bahamas.gov.bs/office-of-the-data-protection-commissioner	snippet_or_result	source_review_input	bahamas.gov.bs	regulator_or_public_authority	direct_source_surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv	153	BS,Bahamas,I05,Office Of The Data Protection Commissioner,Government of The Bahamas,,2026-05-30,government agency page,Shows privacy oversight transparency adjacent to automated decision gove	Names a concrete reviewable source surface: Bahamas data protection commissioner page.	source-surface existence only	queue bounded source review	Use as source-family, registry, policy, or observability anchor only unless a concrete edge-case claim is later extracted.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00025	LIMEN-SIGNAL-7C5B312E49C45C9C	source_surface_anchor_only	P2	open_promotion_hardening				6	https://cca.gov.in/signature_verification.html	6	https://cca.gov.in/signature_verification.html	json_field:url	origin_file_line	cca.gov.in	regulator_or_public_authority	official_direct_surface	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/global-south-india-records.jsonl	5	"{""access_method"": ""reader-api"", ""already_in_main_dataset"": false, ""category"": ""india-pki"", ""content_hash"": ""92f34bd7e9b7bbcbcf991cf25eb63a95d4093aee42c4c980b47fd083ac81d5a1"", ""content_type"": ""text/plain; charset=utf-8"", ""dates_found"": [], """	Local metadata names a concrete official/regulator/institutional source surface suitable for bounded source-surface review.	Existence of the named source surface only.	Keep for bounded source review.	Use as source-family, registry, policy, or observability anchor only unless a concrete edge-case claim is later extracted.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
SRPH-00026	LIMEN-SIGNAL-D068D2E9258E752B	source_surface_anchor_only	P2	open_promotion_hardening				6	https://dga.gov.sa/en/regulatory-documents/Digital-government-policies	3	https://dga.gov.sa/en/regulatory-documents/Digital-government-policies	snippet_or_result	source_review_input	dga.gov.sa	court_or_tribunal	official_direct_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	867	pallas-readiness-sprint-1,SA,Saudi Arabia,I05,Digital Government Policies,Digital Government Authority (DGA),,2026-05-30,official policy page,Digital-government transparency/governance conte	Local metadata names a concrete official, court, regulator, ministry, register, or procurement surface suitable for bounded source-surface review.	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking inference	keep in bounded direct source-surface review set	Use as source-family, registry, policy, or observability anchor only unless a concrete edge-case claim is later extracted.	Do not treat source-surface review as reviewed-core promotion, incident truth, legality, compliance, safety, deployment proof, prevalence, or ranking.
