queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action	batch_id	review_priority	source_review_role	shards	queries	source_path	source_line
BPSE-00027	LIMEN-SIGNAL-1A7F0CFACFF4BC45	country_gap_no_parent_source		Cambodia observability country-index gap row	PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv:233	Country/profile score row lists warnings/examples but no URL.	Processing-state gap only; no direct-source or case claim.	Extract source from source pack before review.	20260616T120552Z-lane2-825cc2e5	P1_official_or_regulator_review	country_gap_or_score_placeholder	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv	233
BPSE-00031	LIMEN-SIGNAL-1C7FED1BCD516753	country_gap_no_parent_source		China observability country-index gap row	PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv:6	Country/profile score row lists examples but no URL or isolated parent source.	Processing-state gap only; no direct-source or case claim.	Extract source from source pack before review.	20260616T120552Z-lane2-825cc2e5	P1_official_or_regulator_review	country_gap_or_score_placeholder	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv	6
BPSE-00054	LIMEN-SIGNAL-4A8513B80B6B2034	country_gap_no_parent_source		KR negative-route protocol template	readiness-negative-route-protocol-v0.1.csv:2	Template defines a bounded search route and contains no parent public URL.	protocol/template only; no source or absence claim	fill a ledger row after an original-language pointer is explicit	20260616T120552Z-lane3-0b745463	P1_official_or_regulator_review	translation_route_template	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-007/readiness-negative-route-protocol-v0.1.csv	2
BPSE-00055	LIMEN-SIGNAL-4A8D799F62ED1363	country_gap_no_parent_source		KR negative-source-search ledger template	negative-source-search-ledger-template-v0.1.csv:2	Ledger template is pending and contains no parent public URL.	template only; no source or absence claim	fill one bounded ledger row after original-language pointer and translation note	20260616T120552Z-lane3-0b745463	P1_official_or_regulator_review	translation_route_template	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-019/negative-source-search-ledger-template-v0.1.csv	2
BPSE-00064	LIMEN-SIGNAL-5B5CA01B1A00585D	country_gap_no_parent_source		Atlas summary indicator label	pallas_atlas_summary.json:145	Atlas summary line is only the I08 indicator label and has no country or parent source URL.	indicator metadata only; no source/case claim	no parent extraction possible from this row	20260616T120552Z-lane3-0b745463	P1_official_or_regulator_review	country_profile_wrapper	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_summary.json	145
BPSE-00066	LIMEN-SIGNAL-5BBBEFD9D105139A	country_gap_no_parent_source		Faroe Islands country profile gap summary	pallas_atlas_countries.json:7213	FO summary says AI procurement controls were not found and provides no direct parent source in the row.	country/profile gap summary only; no direct-source claim	use source-pack rows only after selecting a specific surface	20260616T120552Z-lane3-0b745463	P1_official_or_regulator_review	country_profile_wrapper	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	7213
BPSE-00078	LIMEN-SIGNAL-7435D3EE727DA96D	country_gap_no_parent_source		Chile readiness matrix row	PALLAS_READINESS_SPRINT_1_COUNTRY_MATRIX.csv line 11	Country matrix summary/gap row has no extractable parent source URL.	country-gap/score summary only; no direct-source claim	extract from underlying source pack if needed	20260616T120552Z-lane4-74573e50	P1_official_or_regulator_review	country_matrix_summary	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_COUNTRY_MATRIX.csv	11
BPSE-00079	LIMEN-SIGNAL-76803D9056752220	country_gap_no_parent_source		San Marino atlas country summary	pallas_atlas_countries.json line 10574	Country profile summary lists gaps and building blocks without a concrete parent URL at the row.	country profile/gap summary only; no direct-source claim	use underlying indicator source rows for URL selection	20260616T120552Z-lane4-74573e50	P1_official_or_regulator_review	wrapper_or_summary_row	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	10574
BPSE-00082	LIMEN-SIGNAL-7735F339A750202E	country_gap_no_parent_source		South Georgia country hardening summary	PALLAS_SECOND_PASS_COUNTRY_HARDENING_SUMMARY.csv line 76	Country hardening summary/gap row does not expose a concrete parent source URL.	country hardening summary only; no direct-source claim	extract from source refresh/ledger rows if needed	20260616T120552Z-lane4-74573e50	P1_official_or_regulator_review	wrapper_or_summary_row	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_COUNTRY_HARDENING_SUMMARY.csv	76
BPSE-00083	LIMEN-SIGNAL-77CC0359C837A60E	country_gap_no_parent_source		world readiness country matrix summary	country-readiness-world-matrix.json line 4412	World matrix summary lists gaps but no parent source URL.	country matrix summary only; no direct-source claim	use underlying source pack for source review	20260616T120552Z-lane4-74573e50	P1_official_or_regulator_review	wrapper_or_summary_row	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/world-readiness-overview/country-readiness-world-matrix.json	4412
BPSE-00085	LIMEN-SIGNAL-7AEDDF93B03B8B63	country_gap_no_parent_source		Israel atlas indicator label I08	pallas_atlas_countries.json line 2986	Atlas indicator label/score placeholder has no extractable parent URL.	indicator score placeholder only; no direct-source claim	select an underlying Israel I08 source row	20260616T120552Z-lane4-74573e50	P1_official_or_regulator_review	wrapper_or_summary_pointer	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	2986
BPSE-00086	LIMEN-SIGNAL-7BDF42861854479B	country_gap_no_parent_source		Moldova atlas indicator label I08	pallas_atlas_countries.json line 9105	Atlas indicator label/score placeholder has no extractable parent URL.	indicator score placeholder only; no direct-source claim	select an underlying Moldova I08 source row	20260616T120552Z-lane4-74573e50	P1_official_or_regulator_review	wrapper_or_summary_pointer	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	9105
BPSE-00091	LIMEN-SIGNAL-7F689160F4A6D746	country_gap_no_parent_source		South Georgia country hardening summary	PALLAS_SECOND_PASS_COUNTRY_HARDENING_SUMMARY.csv line 73	Country hardening summary/gap row has no concrete regulatory-sandbox parent URL in the row.	country hardening summary only; no direct-source claim	extract from underlying source-refresh rows if needed	20260616T120552Z-lane4-74573e50	P1_official_or_regulator_review	wrapper_or_summary_pointer	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_COUNTRY_HARDENING_SUMMARY.csv	73
BPSE-00105	LIMEN-SIGNAL-A5B6784A543C1985	country_gap_no_parent_source		Botswana hardening summary gap	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_COUNTRY_HARDENING_SUMMARY.csv:35	Hardening summary states no public Botswana algorithm register was located; no parent source URL is present.	wrapper/proxy evidence only; no direct source-surface claim	keep as negative/gap placeholder unless a named source is found	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	hardening_summary_wrapper	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_COUNTRY_HARDENING_SUMMARY.csv	35
BPSE-00109	LIMEN-SIGNAL-ACB0ACA9CE360293	country_gap_no_parent_source		Monaco atlas profile summary	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:8893	Country profile summary says AI procurement governance was not found and exposes no named parent URL.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	keep as country gap/profile placeholder	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	wrapper_or_summary_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	8893
BPSE-00110	LIMEN-SIGNAL-AF93566764720764	country_gap_no_parent_source		Jersey atlas profile summary	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:8588	Country profile summary lists AI-procurement gap and no named parent URL.	must resolve direct public source before promotion	keep as country gap/profile placeholder	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	wrapper_or_summary_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	8588
BPSE-00111	LIMEN-SIGNAL-AFE92F6ED26F8514	country_gap_no_parent_source		China hypothesis-lab typology row	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-confidence-burden-typology-v0.1.csv:11	Typology row is a translation-burden/gap profile and provides no concrete sandbox parent URL.	translation-safe source review only; no legal or policy conclusion from machine translation	route only after a named source URL is extracted	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	wrapper_or_summary_proxy	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-confidence-burden-typology-v0.1.csv	11
BPSE-00112	LIMEN-SIGNAL-B038F92EA129E5D8	country_gap_no_parent_source		Hungary atlas profile summary	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:8130	Country profile summary reports fragmented/unconfirmed AI procurement evidence and no named parent URL.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	keep as country gap/profile placeholder	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	wrapper_or_summary_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	8130
BPSE-00114	LIMEN-SIGNAL-B0C56C8311C481B0	country_gap_no_parent_source		Atlas country-profile indicator label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:4057	Indicator label row only; no named procurement source or URL in local context.	proxy row only; direct source not yet extracted	keep as country profile placeholder	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	country-profile proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	4057
BPSE-00115	LIMEN-SIGNAL-B0D48D65D9E627F0	country_gap_no_parent_source		Andorra atlas profile summary	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:6141	Country profile summary states no AI regulatory sandbox was identified and has no parent URL.	proxy row only; direct source not yet extracted	keep as country gap/profile placeholder	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	country-profile proxy	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	6141
BPSE-00116	LIMEN-SIGNAL-B14484B04591C191	country_gap_no_parent_source		Atlas country-profile indicator label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:8799	Indicator label row only; no named procurement source or URL in local context.	proxy row only; direct source not yet extracted	keep as country profile placeholder	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	country-profile proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	8799
BPSE-00117	LIMEN-SIGNAL-B2372D9E3547A480	country_gap_no_parent_source		Atlas country-profile indicator label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:6659	Indicator label row only; no named procurement source or URL in local context.	proxy row only; direct source not yet extracted	keep as country profile placeholder	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	country-profile proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	6659
BPSE-00118	LIMEN-SIGNAL-B2527FB981734382	country_gap_no_parent_source		Atlas country-profile indicator label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:2679	Indicator label row only; no named procurement source or URL in local context.	proxy row only; direct source not yet extracted	keep as country profile placeholder	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	country-profile proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	2679
BPSE-00119	LIMEN-SIGNAL-B27BDE34195E7C8B	country_gap_no_parent_source		Mongolia atlas profile summary	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:21905	Country profile summary names broad infrastructure/gaps but no one reviewable AI-evidence parent URL.	proxy row only; direct source not yet extracted	keep as country gap/profile placeholder	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	country-profile proxy	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	21905
BPSE-00120	LIMEN-SIGNAL-B372F9DB8A11ADE8	country_gap_no_parent_source		Atlas country-profile indicator label	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:2068	Indicator label row only; no named procurement source or URL in local context.	proxy row only; direct source not yet extracted	keep as country profile placeholder	20260616T120552Z-lane5-58a99e10	P1_official_or_regulator_review	country-profile proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	2068
BPSE-00121	LIMEN-SIGNAL-B3D8D88EA99DD71E	country_gap_no_parent_source		France I08 score placeholder	pallas_atlas_countries.json:2525-2531	JSON indicator label/score block names no parent source URL.	No direct-source or reviewed-core claim; processing-state only.	Leave unresolved until a named France I08 source-pack row is selected.	20260616T120552Z-lane6-1f01657f	P1_official_or_regulator_review	country-profile proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	2526
BPSE-00124	LIMEN-SIGNAL-B6C2A828FEE0E842	country_gap_no_parent_source		Tokelau I03 sandbox gap	PALLAS_SECOND_PASS_COUNTRY_HARDENING_SUMMARY.csv:89	Country hardening summary records sandbox evidence absent/unsupported and does not isolate a parent URL.	Gap/negative-evidence processing state only.	Keep as country gap unless a named Tokelau sandbox source is separately selected.	20260616T120552Z-lane6-1f01657f	P1_official_or_regulator_review	wrapper_or_unresolved_lead	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_COUNTRY_HARDENING_SUMMARY.csv	89
BPSE-00126	LIMEN-SIGNAL-B98BDC3FD98AB0BE	country_gap_no_parent_source		Global I08 aggregate score row	RESULT.md:150	Aggregate policy-synthesis table counts I08 rows and names no source or URL.	Aggregate score-state only.	No parent extraction; use underlying country source rows instead.	20260616T120552Z-lane6-1f01657f	P1_official_or_regulator_review	proxy_or_pack	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/05-policy-legal-synthesis/RESULT.md	150
BPSE-00127	LIMEN-SIGNAL-BB42E3F5E42569EA	country_gap_no_parent_source		Estonia flagship thesis/gap paragraph	PALLAS_ESTONIA_FLAGSHIP_CASE_STUDY.md:9	Narrative paragraph lists governance gaps but no direct source URL.	Narrative gap statement only; no direct-source claim.	Resolve from case source audit/source candidates if a specific surface is needed.	20260616T120552Z-lane6-1f01657f	P1_official_or_regulator_review	proxy_or_pack	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_ESTONIA_FLAGSHIP_CASE_STUDY.md	9
BPSE-00130	LIMEN-SIGNAL-BDE90DE30B2002B4	country_gap_no_parent_source		Germany I08 score placeholder	pallas_atlas_countries.json:1761-1767	JSON indicator label/score block names no parent source URL.	No direct-source or reviewed-core claim; processing-state only.	Leave unresolved until a named Germany I08 source-pack row is selected.	20260616T120552Z-lane6-1f01657f	P1_official_or_regulator_review	proxy_or_pack	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	1762
BPSE-00151	LIMEN-SIGNAL-DB93F3E15AB8577D	country_gap_no_parent_source		North Macedonia country profile summary	pallas_atlas_countries.json:9347-9351	Country summary/gap row has no single extractable parent source for AI procurement.	profile gap routing only; no direct-source existence claim	Use country source pack only after selecting a specific parent source.	20260616T120552Z-lane7-44a7abfd	P1_official_or_regulator_review	wrapper_or_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	9351
BPSE-00154	LIMEN-SIGNAL-DC6DBA7B181E0A5D	country_gap_no_parent_source		COMPRASAL/DINAC procurement-template check note	PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md:3108-3112	Next-step warning suggests where to search but gives no parent source URL.	gap/worklist routing only; no procurement or automated-decision claim	Do bounded local source extraction only after a concrete source appears.	20260616T120552Z-lane7-44a7abfd	P1_official_or_regulator_review	wrapper_or_proxy	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md	3112
BPSE-00156	LIMEN-SIGNAL-DE748F8BE6D99D4B	country_gap_no_parent_source		Country indicator label: Public-sector AI procurement governance	pallas_atlas_countries.json:995-1001	Indicator label/score placeholder; no parent source URL is present.	profile indicator routing only; no source-surface claim	Select a specific source from the country source pack if needed.	20260616T120552Z-lane7-44a7abfd	P1_official_or_regulator_review	wrapper_or_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	996
BPSE-00158	LIMEN-SIGNAL-E8E48163A8BB2E8D	country_gap_no_parent_source		Albania country profile summary	pallas_atlas_countries.json:6291-6295	Country summary/gap row reports no algorithm register but exposes no single parent URL.	profile gap routing only; no national absence claim	Use source pack only after choosing a specific parent source.	20260616T120552Z-lane7-44a7abfd	P1_official_or_regulator_review	proxy_or_wrapper_surface	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	6295
BPSE-00159	LIMEN-SIGNAL-E93A4256C0647431	country_gap_no_parent_source		Country indicator label: Public-sector AI procurement governance	pallas_atlas_countries.json:8341-8347	Indicator label/score placeholder; no parent source URL is present.	profile indicator routing only; no direct-source claim	Select a specific country source before review.	20260616T120552Z-lane7-44a7abfd	P1_official_or_regulator_review	proxy_or_wrapper_surface	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	8342
BPSE-00163	LIMEN-SIGNAL-EAB1DEFF43CBA3C3	country_gap_no_parent_source		Kosovo country profile summary	pallas_atlas_countries.json:10876-10880	Country summary/gap row has no single extractable AI-procurement parent URL.	profile gap routing only; no direct-source or absence claim	Select a specific Kosovo source before review.	20260616T120552Z-lane7-44a7abfd	P1_official_or_regulator_review	proxy_or_wrapper_surface	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	10880
BPSE-00166	LIMEN-SIGNAL-ED90C603833609FB	country_gap_no_parent_source		Observability lane aggregate finding	OBSERVABILITY_LANE_FINDINGS_DIGEST.md:236-240	Aggregate low-observability finding has no single parent source URL.	aggregate gap routing only; no country-specific claim	Resolve jurisdiction-specific source before review.	20260616T120552Z-lane7-44a7abfd	P1_official_or_regulator_review	proxy_or_wrapper	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_LANE_FINDINGS_DIGEST.md	240
BPSE-00167	LIMEN-SIGNAL-EDDAEC1B9FF719FD	country_gap_no_parent_source		Cross-batch observability pattern	PALLAS_OBSERVABILITY_LANE_FINDINGS_DIGEST.md:200-202	Cross-batch synthesis has no direct parent source URL.	aggregate gap routing only; no country-specific claim	Use only after selecting a specific country/source surface.	20260616T120552Z-lane7-44a7abfd	P1_official_or_regulator_review	proxy_or_wrapper	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_FINDINGS_DIGEST.md	202
BPSE-00175	LIMEN-SIGNAL-F5E9AE263F4B8E87	country_gap_no_parent_source		Hungary country summary	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:8130	Country summary states fragmented or unconfirmed gaps and exposes no parent source URL for algorithm register.	gap placeholder only; no direct-source claim	Leave queued for source-pack extraction if a named source is later selected.	20260616T120552Z-lane8-1b6a9f86	P1_official_or_regulator_review	country_summary_wrapper	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	8130
BPSE-00177	LIMEN-SIGNAL-F97E36D4A3A16E99	country_gap_no_parent_source		Faroe Islands country summary	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:7213	Country summary describes AI procurement and register gaps but no single parent URL at the cited row.	gap summary only; no direct-source claim	Use FO source-pack row only if human selects a named parent source.	20260616T120552Z-lane8-1b6a9f86	P1_official_or_regulator_review	country_summary_wrapper	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	7213
