row_id	signal_id	translation_review_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
TH-00529	LIMEN-SIGNAL-F2778FB22DD21123	cross_project_duplicate	language_not_resolved	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle188-active-lanes-32-foreign-language-public-service-hardening/records.jsonl:40	global_agent_atlas	local metadata identifies a derived cross-project language artifact	translation-safe source review only; no legal or policy conclusion from machine translation	route_upstream_or_deduplicate
TH-00537	LIMEN-SIGNAL-F688FA7541287543	cross_project_duplicate	language_not_resolved	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json:17162	srv/tyche/pallas	local metadata identifies a derived cross-project language artifact	translation-safe source review only; no legal or policy conclusion from machine translation	route_upstream_or_deduplicate
TH-00001	LIMEN-SIGNAL-0096D74B15E1BE8B	candidate_for_url_extraction	korean	https://doi.org/10.16937/kcti.rep.2022.e13	관광산업 업종별 디지털 전환 지원체계 구축 방안 - 여행업과 관광호텔업을 중심으로 -	Korean title and DOI are present locally, but source text/URL extraction remains the next bounded step.	translation-safe source review only; no legal or policy conclusion from machine translation	Extract DOI landing/PDF locator locally before translation or factual use.
TH-00005	LIMEN-SIGNAL-03386889A892E1A5	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algorit	Algorithm Register of the Dutch government	Manuscript table row is a public-ai-registry derivative with truncated URL.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate against public-ai-registry
TH-00020	LIMEN-SIGNAL-09BD03BB2D2F621B	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Dutch national Algorithm Register	Public AI Registry boost-normalized support row; derivative/upstream registry artifact.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate against public-ai-registry
TH-00024	LIMEN-SIGNAL-0BE2DAE175086278	cross_project_duplicate	Dutch/English interface	https://algoritmes.overheid.nl/en/algoritme/88456515	Dutch Algorithm Register NL-ALG-88456515 Sounding language	Duplicate public-ai-registry accession row for the same stable Dutch register URL.	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe with TH-00018/public-ai-registry
TH-00026	LIMEN-SIGNAL-0DBAA5EF885F4829	cross_project_duplicate	chinese	https://www.cac.gov.cn/2022-12/11/c_1672221949318230.htm	Provisions on the Administration of Deep Synthesis Internet Information Services (CAC)	Repeated GAIA Chinese law-context artifact for same CAC deep-synthesis provisions; upstream human translation/source review needed.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to GAIA law-to-evidence row and keep only one canonical CAC locator.
TH-00029	LIMEN-SIGNAL-0E7236BF6DAA049A	cross_project_duplicate	not resolved	https://www.ppa.gov.et/	Ethiopia Public Procurement and Property Authority	Pallas source-pack negative-check row with official URL; cross-project transparency context only.	translation-safe source review only; no legal or policy conclusion from machine translation	route/dedupe in Pallas ET source pack
TH-00034	LIMEN-SIGNAL-102E87A9F3F4EBDC	cross_project_duplicate	chinese	https://www.cac.gov.cn/2022-12/11/c_1672221949318230.htm	Provisions on the Administration of Deep Synthesis Internet Information Services (CAC)	Repeated GAIA Chinese law-context artifact for same CAC deep-synthesis provisions; upstream human translation/source review needed.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to GAIA law-to-evidence row and keep only one canonical CAC locator.
TH-00036	LIMEN-SIGNAL-10CCF56B3DE1E874	cross_project_duplicate	arabic	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-088/language-delta.json:10	GAIA gaia-boost-088 language-delta assignment	GAIA boost assignment/patch metadata, not an original source surface for LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate_against_upstream_gaia_or_global_agent_atlas
TH-00040	LIMEN-SIGNAL-157D6E459C2BF4A7	cross_project_duplicate	Spanish/not resolved	/srv/tyche/pallas/pallas-ai-agent-observatory/results/world-readiness-overview/algorithm-register-scarcity-map.csv:97	Pallas Guatemala algorithm-register scarcity map	Pallas scarcity-map synthesis with no row-level source URL; not a LIMEN translation source.	translation-safe source review only; no legal or policy conclusion from machine translation	route to Pallas Guatemala second-pass verification
TH-00045	LIMEN-SIGNAL-17842F5F2637EEA7	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government	Public AI Registry sample-record duplicate from English auto-translation.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate against public-ai-registry
TH-00052	LIMEN-SIGNAL-19C6C72147492591	cross_project_duplicate	es	/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/site/gaia-agent-atlas/public/data/foreign-language-digest.json:8367	GAIA/global-agent-atlas Colombia T-323/24 PretorIA digest	Derived GAIA/global-agent-atlas digest artifact; route upstream rather than promote from LIMEN translation hold.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate_against_upstream_gaia_or_global_agent_atlas
TH-00054	LIMEN-SIGNAL-1A761053A8949FCD	candidate_for_url_extraction	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	snapshot metadata names Brazilian ANPD Portuguese sandbox URL but local fetch failed	source locator only; no sandbox/legal claim	deduplicate with ANPD rows then extract/stage URL
TH-00056	LIMEN-SIGNAL-1B55DB61792D5140	cross_project_duplicate	Finnish/English local registry metadata	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-021/city-case-language-rights-caution-v0.1.md:64	Public AI Registry Helsinki language-rights caution artifact	Row is a derived public-ai-registry reuse/licence caution, not a fresh LIMEN translation source surface.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate upstream against public-ai-registry Helsinki record
TH-00057	LIMEN-SIGNAL-1B72B908BA933F18	candidate_for_url_extraction	en	https://aiweek.pakistan.gov.pk/about	Pakistan official Indus AI Week platform	Local factory record names source URL and title but fetch/local content is absent or failed (URLError(OSError(101, 'Network is unreachable).	translation-safe source review only; no legal or policy conclusion from machine translation	extract_named_url_and_capture_original_source_surface
TH-00062	LIMEN-SIGNAL-1F12885ABE20229A	candidate_for_url_extraction	en	https://ai.gov.ae/wp-content/uploads/2023/05/MOCAI-AI-Ethics-EN.pdf	UAE AI Ethics Principles and Guidelines	Local factory record names source URL and title but fetch/local content is absent or failed (<HTTPError 403: 'Forbidden'>).	translation-safe source review only; no legal or policy conclusion from machine translation	extract_named_url_and_capture_original_source_surface
TH-00067	LIMEN-SIGNAL-2266E7D535E45A66	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government (Datamask)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-93184465; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00071	LIMEN-SIGNAL-250B42A905D6D0C1	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government (Octobox Anonymisation)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-83985427; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00074	LIMEN-SIGNAL-25ACA6C91D85BB40	candidate_for_url_extraction	he	https://www.gov.il/BlobFolder/policy/ai_2023/en/Israels%20AI%20Policy%202023.pdf	Israel AI Policy 2023	Local factory record names source URL and title but fetch/local content is absent or failed (<HTTPError 403: 'Forbidden'>).	translation-safe source review only; no legal or policy conclusion from machine translation	extract_named_url_and_capture_original_source_surface
TH-00077	LIMEN-SIGNAL-2701D8E4D0F839C0	reject_noise	English internal prompt	/srv/tyche/pallas/pallas-ai-agent-observatory/prompts/waves/pallas-hardening-sprint-9/sv-source-hardening.md:28	Pallas hardening prompt frozen summary	Internal prompt/frozen summary is derivative workflow text and does not expose a direct original-language source surface.	translation-safe source review only; no legal or policy conclusion from machine translation	drop from translation source-surface queue
TH-00079	LIMEN-SIGNAL-296EEE3522645AF1	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government (Zylab Disclosure Support)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-33698247; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00087	LIMEN-SIGNAL-2ED1F87C532256F3	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government (Zylab Disclosure Support)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-33698247; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00091	LIMEN-SIGNAL-30215B02436F635C	candidate_for_url_extraction	Korean/English local metadata	/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-018/rare-language-exemplar-packet-contract-v0.1.csv:4	Pallas PG-002 Hyodol rare-language exemplar packet	Packet lists Korean/English source-document IDs and clues, but the row itself is a derived exemplar contract without one selected original-language URL/excerpt.	translation-safe source review only; no legal or policy conclusion from machine translation	extract one Hyodol Korean source URL/excerpt or route to PG-002 upstream ledger
TH-00093	LIMEN-SIGNAL-30B8046DA4830C1F	candidate_for_url_extraction	el	https://www.gov.gr/info/politiki-xrisis-maigov	Gov.gr mAIgov usage policy	Local factory record names source URL and title but fetch/local content is absent or failed (<HTTPError 403: 'Forbidden'>).	translation-safe source review only; no legal or policy conclusion from machine translation	extract_named_url_and_capture_original_source_surface
TH-00097	LIMEN-SIGNAL-32667B90D91CD0D8	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government (Datamask)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-93184465; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00100	LIMEN-SIGNAL-333685915ECA37F8	candidate_for_url_extraction	en	https://ai.gov.ae/	UAE Artificial Intelligence Office	Local factory record names source URL and title but fetch/local content is absent or failed (<HTTPError 403: 'Forbidden'>).	translation-safe source review only; no legal or policy conclusion from machine translation	extract_named_url_and_capture_original_source_surface
TH-00101	LIMEN-SIGNAL-3351FCB7A9F2A738	candidate_for_url_extraction	el	https://www.gov.gr/info/politiki-xrisis-maigov	Gov.gr mAIgov usage policy	Local factory record names source URL and title but fetch/local content is absent or failed (<HTTPError 403: 'Forbidden'>).	translation-safe source review only; no legal or policy conclusion from machine translation	extract_named_url_and_capture_original_source_surface
TH-00108	LIMEN-SIGNAL-378D8DC9F93CB4F6	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government (Zylab Disclosure Support)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-33698247; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00109	LIMEN-SIGNAL-38D221E1750186A4	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government (Datamask)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-93184465; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00127	LIMEN-SIGNAL-424B406D7E24B072	reject_noise	language_not_resolved	/srv/tyche/pallas/pallas-ai-agent-observatory/results/world-readiness-overview/standards-pki-digital-id-exception-cohort.csv:59	world-readiness overview matrix row	Matrix-only internal derivative with no language column, source URL, or named original source for translation review.	translation-safe source review only; no legal or policy conclusion from machine translation	Do not promote from this row; use upstream source ledger if Guatemala is revisited.
TH-00130	LIMEN-SIGNAL-43C9882D180A7FDE	cross_project_duplicate	es	/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json:8404	GAIA/global-agent-atlas Colombia T-323/24 PretorIA digest	Derived GAIA/global-agent-atlas digest artifact; route upstream rather than promote from LIMEN translation hold.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate_against_upstream_gaia_or_global_agent_atlas
TH-00136	LIMEN-SIGNAL-4561660C24DD5920	translation_source_reviewed	es	https://guatemala.un.org/es/311127-evaluaci%C3%B3n-de-ia-en-guatemala	Naciones Unidas en Guatemala / PNUD - Evaluación de IA en Guatemala	GAIA digest provides named Spanish UN source, URL, local snapshot path, and human-review-needed boundary.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate with sibling rows and review original Spanish before quoting
TH-00139	LIMEN-SIGNAL-46EF0C0D097766D0	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government (Zylab Disclosure Support)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-33698247; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00140	LIMEN-SIGNAL-47B7352106D47E45	candidate_for_url_extraction	en	https://moc.gov.gh/2026/04/24/ghana-launches-national-ai-strategy-to-drive-digital-transformation-and-economic-growth/	Ghana launches National AI Strategy	Named official English source exists in Atlas metadata, but local fetch timed out and no source body is available.	translation/source-surface review only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim	Extract/capture the named URL or archive, then rerun bounded source review.
TH-00141	LIMEN-SIGNAL-47CD24F106397A65	cross_project_duplicate	es	https://guatemala.un.org/es/311127-evaluaci%C3%B3n-de-ia-en-guatemala	Naciones Unidas en Guatemala / PNUD - Evaluación de IA en Guatemala	Same GAIA digest source object as TH-00136; paraphrase line duplicate should route upstream.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate into TH-00136 source-review record
TH-00142	LIMEN-SIGNAL-48043187C5C446E4	translation_source_reviewed	language_not_resolved	https://publicadministration.un.org/egovkb/en-us/ | /srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_6_SOURCE_PACK.csv:394	UN e-Government Knowledgebase	Named international digital-government locator is present for bounded source-surface review; not original-language legal evidence.	translation-safe source review only; no legal or policy conclusion from machine translation	If needed, pair with Sierra Leone official portal/open-data URL extraction.
TH-00143	LIMEN-SIGNAL-482C00E87A02D578	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government (Octobox Anonymisation)	public-ai-registry derived artifact; English auto-translation from Dutch; local record NL-ALG-REC-83985427; route upstream/dedupe rather than LIMEN promotion.	translation-safe source review only; no legal or policy conclusion from machine translation	Route to public-ai-registry upstream translation/source review and deduplicate repeated Dutch Algorithm Register artifacts.
TH-00150	LIMEN-SIGNAL-4A8D799F62ED1363	candidate_for_url_extraction	korean	/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-019/negative-source-search-ledger-template-v0.1.csv:2	Pallas KR negative-source search ledger template	Template has Hangul/Korean route requirements and authority target, but no named URL to review.	template/route evidence only; no reviewed source or negative evidence claim	perform named URL/source extraction for the Korean public register route
TH-00163	LIMEN-SIGNAL-5401154116CE95DA	translation_source_reviewed	language_not_resolved	https://www.ethiopia.gov.et/; https://aii.et/; https://www.ppa.gov.et/ | /srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv:171	Ethiopia government / MInT / EAII / PPA targeted search row	Local row names official public locators and a bounded negative-search surface suitable for source-surface review.	bounded public-source gap note only; no national absence, legality, compliance, or deployment claim	keep only with explicit searched-locator list and access-date boundary
TH-00166	LIMEN-SIGNAL-558C7FDD4E226994	needs_original_language_source	et/en	https://doi.org/10.3403/30405425	Health informatics. Public key infrastructure	Report row is an English standard lead for Estonian evidence work, not an Estonian original-language AI source.	translation/source-surface review only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claim	Find the original Estonian/Baltic official source or mark as background only.
TH-00168	LIMEN-SIGNAL-570A4D2CE54903C4	needs_original_language_source	language_not_resolved; Balkan language lead only	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-005/source-delta.tsv:4	limen-boost-005 source-delta multilingual lead	Internal multilingual lead names regions and source classes but no original-language source or URL.	translation-safe source review only; no legal or policy conclusion from machine translation	perform targeted URL extraction for named Balkan-language official/regulator/court/reporting sources before source review
