view_id	view_title	scope	row_dimension	row_key	column_dimension	column_key	cell_count	member_ids	safe_reading	paper_thesis_use	dashboard_hook	blocking_note	access_date
ML-OBS-003	Policy cluster by publication bucket	live_case_rows_only	policy_cluster	education_or_workplace_governance	publication_bucket	limitations_queue_only	1	LMWCS-20260606-006	policy_cluster=education_or_workplace_governance and publication_bucket=limitations_queue_only currently intersect in 1 multilingual row in the live six-row package.	Result-block or appendix companion showing which multilingual anomaly families already support bounded use and which remain queue-only.	multilingual_observatory_cells; view=policy_cluster_x_publication_bucket	Cluster counts here are atlas-package routing controls, not substantive incident-frequency estimates.	2026-06-07
ML-OBS-003	Policy cluster by publication bucket	live_case_rows_only	policy_cluster	fraud_or_identity_manipulation	publication_bucket	limitations_queue_only	1	LMWCS-20260606-002	policy_cluster=fraud_or_identity_manipulation and publication_bucket=limitations_queue_only currently intersect in 1 multilingual row in the live six-row package.	Result-block or appendix companion showing which multilingual anomaly families already support bounded use and which remain queue-only.	multilingual_observatory_cells; view=policy_cluster_x_publication_bucket	Cluster counts here are atlas-package routing controls, not substantive incident-frequency estimates.	2026-06-07
ML-OBS-003	Policy cluster by publication bucket	live_case_rows_only	policy_cluster	public_sector_governance	publication_bucket	bounded_appendix_row	2	LMWCS-20260606-001; LMWCS-20260606-005	policy_cluster=public_sector_governance and publication_bucket=bounded_appendix_row currently intersect in 2 multilingual rows in the live six-row package.	Result-block or appendix companion showing which multilingual anomaly families already support bounded use and which remain queue-only.	multilingual_observatory_cells; view=policy_cluster_x_publication_bucket	Cluster counts here are atlas-package routing controls, not substantive incident-frequency estimates.	2026-06-07
ML-OBS-003	Policy cluster by publication bucket	live_case_rows_only	policy_cluster	public_sector_governance	publication_bucket	bounded_substantive_row	1	LMWCS-20260606-004	policy_cluster=public_sector_governance and publication_bucket=bounded_substantive_row currently intersect in 1 multilingual row in the live six-row package.	Result-block or appendix companion showing which multilingual anomaly families already support bounded use and which remain queue-only.	multilingual_observatory_cells; view=policy_cluster_x_publication_bucket	Cluster counts here are atlas-package routing controls, not substantive incident-frequency estimates.	2026-06-07
ML-OBS-003	Policy cluster by publication bucket	live_case_rows_only	policy_cluster	public_sector_governance	publication_bucket	limitations_queue_only	1	LMWCS-20260606-003	policy_cluster=public_sector_governance and publication_bucket=limitations_queue_only currently intersect in 1 multilingual row in the live six-row package.	Result-block or appendix companion showing which multilingual anomaly families already support bounded use and which remain queue-only.	multilingual_observatory_cells; view=policy_cluster_x_publication_bucket	Cluster counts here are atlas-package routing controls, not substantive incident-frequency estimates.	2026-06-07
ML-OBS-004	Jurisdiction by display bucket	live_case_rows_only	jurisdiction	Estonia	display_bucket	queue_or_limitations_only	1	LMWCS-20260606-006	jurisdiction=Estonia and display_bucket=queue_or_limitations_only currently intersect in 1 multilingual row in the live six-row package.	Figure 6 legend/map sidecar showing which jurisdictions are safe for default display, caution-only display, or limitations-only treatment.	multilingual_observatory_cells; view=jurisdiction_x_display_bucket	Display buckets encode reviewer-safe visibility rules under current evidence ceilings; they are not legal or deployment judgments.	2026-06-07
ML-OBS-004	Jurisdiction by display bucket	live_case_rows_only	jurisdiction	Finland	display_bucket	caution_appendix_only	1	LMWCS-20260606-001	jurisdiction=Finland and display_bucket=caution_appendix_only currently intersect in 1 multilingual row in the live six-row package.	Figure 6 legend/map sidecar showing which jurisdictions are safe for default display, caution-only display, or limitations-only treatment.	multilingual_observatory_cells; view=jurisdiction_x_display_bucket	Display buckets encode reviewer-safe visibility rules under current evidence ceilings; they are not legal or deployment judgments.	2026-06-07
ML-OBS-004	Jurisdiction by display bucket	live_case_rows_only	jurisdiction	Finland	display_bucket	queue_or_limitations_only	1	LMWCS-20260606-002	jurisdiction=Finland and display_bucket=queue_or_limitations_only currently intersect in 1 multilingual row in the live six-row package.	Figure 6 legend/map sidecar showing which jurisdictions are safe for default display, caution-only display, or limitations-only treatment.	multilingual_observatory_cells; view=jurisdiction_x_display_bucket	Display buckets encode reviewer-safe visibility rules under current evidence ceilings; they are not legal or deployment judgments.	2026-06-07
ML-OBS-004	Jurisdiction by display bucket	live_case_rows_only	jurisdiction	Lithuania	display_bucket	queue_or_limitations_only	1	LMWCS-20260606-003	jurisdiction=Lithuania and display_bucket=queue_or_limitations_only currently intersect in 1 multilingual row in the live six-row package.	Figure 6 legend/map sidecar showing which jurisdictions are safe for default display, caution-only display, or limitations-only treatment.	multilingual_observatory_cells; view=jurisdiction_x_display_bucket	Display buckets encode reviewer-safe visibility rules under current evidence ceilings; they are not legal or deployment judgments.	2026-06-07
ML-OBS-004	Jurisdiction by display bucket	live_case_rows_only	jurisdiction	Slovenia	display_bucket	caution_appendix_only	1	LMWCS-20260606-005	jurisdiction=Slovenia and display_bucket=caution_appendix_only currently intersect in 1 multilingual row in the live six-row package.	Figure 6 legend/map sidecar showing which jurisdictions are safe for default display, caution-only display, or limitations-only treatment.	multilingual_observatory_cells; view=jurisdiction_x_display_bucket	Display buckets encode reviewer-safe visibility rules under current evidence ceilings; they are not legal or deployment judgments.	2026-06-07
ML-OBS-004	Jurisdiction by display bucket	live_case_rows_only	jurisdiction	Slovenia	display_bucket	default_substantive_visible	1	LMWCS-20260606-004	jurisdiction=Slovenia and display_bucket=default_substantive_visible currently intersect in 1 multilingual row in the live six-row package.	Figure 6 legend/map sidecar showing which jurisdictions are safe for default display, caution-only display, or limitations-only treatment.	multilingual_observatory_cells; view=jurisdiction_x_display_bucket	Display buckets encode reviewer-safe visibility rules under current evidence ceilings; they are not legal or deployment judgments.	2026-06-07
