row_id	signal_id	translation_hold_class	review_priority	shards	queries	language_hint	source_path_family	source_url	source_path	source_line	title_or_snippet	claim_ceiling	next_action	forbidden_overread
TH-00319	LIMEN-SIGNAL-A9061EE943B8A703	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	spanish	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/daily/gaia-foreign-language-digest-latest.json	4070	"summary: ""The UN Guatemala Spanish page says UNDP’s AI Sprint supported Guatemala in responsible AI assessment and notes gaps including financial incentives, academic research support, and regulatory sandboxes; Gaia treats this as governance-radar context, n"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00320	LIMEN-SIGNAL-A9199AABB09E85EF	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	public sector AI	language_not_resolved	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/site/gaia-agent-atlas/public/data/foreign-language-digest.json	7849	Local AI governance theme: public sector ai governance,	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00322	LIMEN-SIGNAL-AB7EAFBE84774107	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	spanish;portuguese	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/spanish-portuguese-language-history.jsonl	69	"{""access_method"": ""direct"", ""already_in_main_dataset"": false, ""category"": ""portuguese-ai-sandbox"", ""content_hash"": null, ""content_type"": null, ""corpus_version"": ""v0.2-working"", ""dates_found"": [], ""domain"": ""www.gov.br"", ""error"": ""URLError(OSError(101, 'Network"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00323	LIMEN-SIGNAL-AB91D044552237DA	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T193348Z/claim-support-curated.json	344	"text: ""Current: > The Tyche Thesis Atlas is a versioned, source-linked research corpus for studying how AI governance duties, technical standards, public-sector registers, regulatory sandboxes, and implementation signals can be translated into verifier-reada"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00326	LIMEN-SIGNAL-ACFD25B08198860D	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory	https://www.mas.gov.sg/development/fintech/regulatory-sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/boost/atlas-boost-109/source-ledger-gap-check.json	116	"sources_md_excerpt: ""- Source-health negative result: Singapore MAS fintech regulatory sandbox URL `https://www.mas.gov.sg/development/fintech/regulatory-sandbox`; access date: 2026-06-05T17:40:44Z; language: English/maintenance page; jurisdiction: Singapore"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00338	LIMEN-SIGNAL-B2ED65623E8CA753	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T192929Z/claim-support-curated.json	422	"text: ""Current: > The Tyche Thesis Atlas is a versioned, source-linked research corpus for studying how AI governance duties, technical standards, public-sector registers, regulatory sandboxes, and implementation signals can be translated into verifier-reada"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00366	LIMEN-SIGNAL-C0E82537F23BDE5E	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory	https://ico.org.uk/for-organisations/advice-and-services/regulatory-sandbox/	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T050159Z/sources/sources__sources.md	67	- Source: UK ICO Regulatory Sandbox; URL: `https://ico.org.uk/for-organisations/advice-and-services/regulatory-sandbox/`; access date: 2026-06-05T17:40:44Z; language: English; jurisdiction: United Kingdom; rights/terms: public regulator web page, metadata/snip	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00370	LIMEN-SIGNAL-C3D066E5CECFA3F9	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	estonian	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/submissions/data-for-policy-2026/data-policy-translational-article-preprint.md	11	**Keywords:** AI Act; regulatory sandboxes; evidence infrastructure; algorithmic governance; Estonia	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00371	LIMEN-SIGNAL-C3DA719B5B6F9CEF	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-cross-20260605T193348Z/claim-support-curated.json	344	"text: ""Current: > The Tyche Thesis Atlas is a versioned, source-linked research corpus for studying how AI governance duties, technical standards, public-sector registers, regulatory sandboxes, and implementation signals can be translated into verifier-reada"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00374	LIMEN-SIGNAL-C621EDF4DFF6BF35	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/daily/gaia-foreign-language-digest-latest.json	4047	Flags governance gaps such as incentives and regulatory sandboxes.	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00377	LIMEN-SIGNAL-C7F24A9355035E9D	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	global_agent_atlas		/srv/tyche/gaia/tyche-research-vault/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json	4047	Flags governance gaps such as incentives and regulatory sandboxes.	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00381	LIMEN-SIGNAL-C9CF22ECBF70938D	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	spanish;portuguese	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604T114556Z/corpus/v0.2-working/records/spanish-portuguese-language-history.jsonl	69	"{""access_method"": ""direct"", ""already_in_main_dataset"": false, ""category"": ""portuguese-ai-sandbox"", ""content_hash"": null, ""content_type"": null, ""corpus_version"": ""v0.2-working"", ""dates_found"": [], ""domain"": ""www.gov.br"", ""error"": ""URLError(OSError(101, 'Network"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00388	LIMEN-SIGNAL-CD3A4D4746F832BF	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	public sector AI	language_not_resolved	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1635EEST/daily/gaia-foreign-language-digest-latest.json	6122	Local AI governance theme: public sector ai,	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00393	LIMEN-SIGNAL-CFACD04EB0A4B609	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1635EEST/daily/gaia-foreign-language-digest-latest.json	4047	Flags governance gaps such as incentives and regulatory sandboxes.	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00394	LIMEN-SIGNAL-CFF5D0CE4FFC7E7F	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T050050Z/manuscript.html	31	<p>The Tyche Thesis Atlas is a versioned, source-linked research corpus for studying how AI governance duties, technical standards, public-sector registers, regulatory sandboxes, and implementation signals can be translated into verifier-readable evidence obje	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00407	LIMEN-SIGNAL-D524BFA52DA5BFC4	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	public sector AI	language_not_resolved	global_agent_atlas		/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json	6011	Local AI governance theme: public sector ai,	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00429	LIMEN-SIGNAL-DB57DC6D55EE70AD	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/results/papergrade-preprints/atlas-papergrade-preprint-20260606T053115Z/sources/srv_tyche_atlas_tyche-thesis-atlas-factory_draft_preprint.md	8	The Tyche Thesis Atlas is a versioned, source-linked research corpus for studying how AI governance duties, technical standards, public-sector registers, regulatory sandboxes, and implementation signals can be translated into verifier-readable evidence objects	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00432	LIMEN-SIGNAL-DBEC64673FE2B9DF	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	public sector AI	language_not_resolved	global_agent_atlas		/srv/tyche/gaia/tyche-research-vault/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json	8177	Local AI governance theme: public sector ai governance,	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00442	LIMEN-SIGNAL-E1A9BC3ED0EF6DEB	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/results/boost/atlas-boost-114/citation-anchor-delta.json	23	"current_text: ""The Tyche Thesis Atlas is a versioned, source-linked research corpus for studying how AI governance duties, technical standards, public-sector registers, regulatory sandboxes, and implementation signals can be translated into verifier-readable"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00444	LIMEN-SIGNAL-E1E97530B0F9EAA3	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory		/srv/tyche/atlas/tyche-thesis-atlas-factory/results/rare-language-corpus-lab/translation-risk-queue.md	5	Purpose: bounded queue for original-language or human-review follow-up on non-English public sources that could materially affect Atlas claims about AI governance, regulatory sandboxes, PKI/trust services, public-sector AI, standards/conformity, or evidence-pa	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00454	LIMEN-SIGNAL-E63DD101B0BFB205	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	regulatory sandbox	language_not_resolved	thesis_atlas_factory	https://ico.org.uk/for-organisations/advice-and-services/regulatory-sandbox/	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T204009Z/sources/sources__sources.md	508	- Source: UK ICO Regulatory Sandbox; URL: `https://ico.org.uk/for-organisations/advice-and-services/regulatory-sandbox/`; access date: 2026-06-05T17:40:44Z; language: English; jurisdiction: United Kingdom; rights/terms: public regulator web page, metadata/snip	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00456	LIMEN-SIGNAL-E750165E3E0133EB	cross_project_language_artifact	P1_official_or_regulator_review	public-sector	public sector AI	language_not_resolved	cross_project_atlas_or_gaia		/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1635EEST/daily/gaia-foreign-language-digest-latest.json	8177	Local AI governance theme: public sector ai governance,	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
