row_id	signal_id	translation_review_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
TH-00319	LIMEN-SIGNAL-A9061EE943B8A703	machine_translation_hold	Spanish	https://guatemala.un.org/es/311127-evaluaci%C3%B3n-de-ia-en-guatemala ; local snapshot data/global-agent-atlas-v0.1/snapshots/cycle344-guatemala-7eec788197d3eeca.html	UN Guatemala: Evaluación de IA en Guatemala	Duplicate GAIA package row has Spanish locator plus English summary with human_review_needed only.	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe with TH-00272 and review original Spanish snapshot
TH-00320	LIMEN-SIGNAL-A9199AABB09E85EF	machine_translation_hold	Spanish	https://www.minciencia.gob.cl/areas/inteligencia-artificial/politica-nacional-de-inteligencia-artificial/	Chile Ministry of Science: Política Nacional de Inteligencia Artificial	GAIA digest has official Spanish policy locator and translated summary themes, but local row is human_review_needed.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/review original Spanish policy page before LIMEN promotion
TH-00322	LIMEN-SIGNAL-AB7EAFBE84774107	needs_original_language_source	Portuguese	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Input row points to a failed direct-fetch record, so original Portuguese content is insufficient in this row.	translation-safe source review only; no legal or policy conclusion from machine translation	use local successful reader-api duplicate or re-extract original Portuguese source
TH-00323	LIMEN-SIGNAL-AB91D044552237DA	cross_project_duplicate	language_not_resolved	path:/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T193348Z/claim-support-curated.json#L344	Atlas claim-language patch excerpt	Duplicate claim-support artifact repeats Atlas abstract patch text.	translation-safe source review only; no legal or policy conclusion from machine translation	route upstream to Atlas claim-language dedupe
TH-00326	LIMEN-SIGNAL-ACFD25B08198860D	translation_source_reviewed	English/maintenance-page metadata	https://www.mas.gov.sg/development/fintech/regulatory-sandbox	Singapore MAS fintech regulatory sandbox source-health negative result	Local source-ledger gap check names the MAS URL and records English maintenance-page/negative source-health metadata.	translation-safe source review only; no legal or policy conclusion from machine translation	keep as negative source-health metadata; do not use for substantive sandbox claims
TH-00338	LIMEN-SIGNAL-B2ED65623E8CA753	cross_project_duplicate	language_not_resolved	path:/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T192929Z/claim-support-curated.json#L422	Atlas claim-language patch excerpt	Duplicate Atlas claim-support record, not an original translation source.	translation-safe source review only; no legal or policy conclusion from machine translation	route upstream to Atlas claim-support dedupe
TH-00366	LIMEN-SIGNAL-C0E82537F23BDE5E	translation_source_reviewed	English	https://ico.org.uk/for-organisations/advice-and-services/regulatory-sandbox/	UK ICO Regulatory Sandbox	Local source ledger names English regulator page, access date, language, HTTP status, and comparator-use boundary.	translation-safe source review only; no legal or policy conclusion from machine translation	retain only as English regulator comparator metadata
TH-00370	LIMEN-SIGNAL-C3D066E5CECFA3F9	reject_noise	English/internal article metadata	path:/srv/tyche/atlas/tyche-thesis-atlas-factory/submissions/data-for-policy-2026/data-policy-translational-article-preprint.md#L11	Data for Policy translational article keywords	Keyword line mentions Estonia but contains no source locator or translation-review surface.	translation-safe source review only; no legal or policy conclusion from machine translation	exclude from translation-source queue
TH-00371	LIMEN-SIGNAL-C3DA719B5B6F9CEF	cross_project_duplicate	language_not_resolved	path:/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-cross-20260605T193348Z/claim-support-curated.json#L344	Atlas cross-project claim-support excerpt	Cross-project claim-support copy repeats Atlas abstract language.	translation-safe source review only; no legal or policy conclusion from machine translation	route upstream to Atlas claim-support dedupe
TH-00374	LIMEN-SIGNAL-C621EDF4DFF6BF35	machine_translation_hold	Spanish	https://guatemala.un.org/es/311127-evaluaci%C3%B3n-de-ia-en-guatemala ; local digest line 4047	UN Guatemala: Evaluación de IA en Guatemala	Only GAIA notable-point summary is present at this row; original Spanish text was not reviewed.	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe with Guatemala rows and review original Spanish source
TH-00377	LIMEN-SIGNAL-C7F24A9355035E9D	machine_translation_hold	Spanish	https://guatemala.un.org/es/311127-evaluaci%C3%B3n-de-ia-en-guatemala ; local digest line 4047	UN Guatemala: Evaluación de IA en Guatemala	Global Agent Atlas digest duplicate supplies translated notable point only.	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe with Guatemala rows and review original Spanish source
TH-00381	LIMEN-SIGNAL-C9CF22ECBF70938D	needs_original_language_source	Portuguese	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Snapshot copy points to failed direct-fetch metadata; source URL exists but original Portuguese content is insufficient in this row.	translation-safe source review only; no legal or policy conclusion from machine translation	use successful reader-api record or re-extract original Portuguese text
TH-00388	LIMEN-SIGNAL-CD3A4D4746F832BF	machine_translation_hold	Russian	http://publication.pravo.gov.ru/Document/View/0001202004240030	Federal Law No. 123-FZ on the Moscow AI experimental legal regime	GAIA submission digest gives Russian locator and English summary/themes with human_review_needed.	translation-safe source review only; no legal or policy conclusion from machine translation	review original Russian legal text before using as LIMEN evidence
TH-00393	LIMEN-SIGNAL-CFACD04EB0A4B609	machine_translation_hold	Spanish	https://guatemala.un.org/es/311127-evaluaci%C3%B3n-de-ia-en-guatemala ; local digest line 4047	UN Guatemala: Evaluación de IA en Guatemala	Duplicate GAIA notable-point row; translated summary only at review surface.	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe with Guatemala rows and review original Spanish source
TH-00394	LIMEN-SIGNAL-CFF5D0CE4FFC7E7F	cross_project_duplicate	language_not_resolved	path:/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T050050Z/manuscript.html#L31	Tyche Thesis Atlas manuscript HTML abstract	HTML copy of Atlas abstract is an internal package duplicate, not a source.	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe to Atlas manuscript package
TH-00407	LIMEN-SIGNAL-D524BFA52DA5BFC4	machine_translation_hold	Russian	http://publication.pravo.gov.ru/Document/View/0001202004240030	Federal Law No. 123-FZ on the Moscow AI experimental legal regime	Global Agent Atlas release digest has Russian locator and translated theme summary only.	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe with Moscow rows and review original Russian source
TH-00429	LIMEN-SIGNAL-DB57DC6D55EE70AD	cross_project_duplicate	language_not_resolved	path:/srv/tyche/atlas/tyche-thesis-atlas-factory/results/papergrade-preprints/atlas-papergrade-preprint-20260606T053115Z/sources/srv_tyche_atlas_tyche-thesis-atlas-factory_draft_preprint.md#L8	Tyche Thesis Atlas papergrade source copy	Papergrade copy repeats internal Atlas abstract text.	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe to Atlas papergrade package source ledger
TH-00432	LIMEN-SIGNAL-DBEC64673FE2B9DF	machine_translation_hold	Spanish	https://www.minciencia.gob.cl/areas/inteligencia-artificial/politica-nacional-de-inteligencia-artificial/	Chile Ministry of Science: Política Nacional de Inteligencia Artificial	Global Agent Atlas digest has official Spanish locator and English summary/themes with human_review_needed.	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe with Chile rows and review original Spanish policy page
TH-00442	LIMEN-SIGNAL-E1A9BC3ED0EF6DEB	reject_noise	language_not_resolved	path:/srv/tyche/atlas/tyche-thesis-atlas-factory/results/boost/atlas-boost-114/citation-anchor-delta.json#L23	Atlas citation-anchor delta concern	Internal citation-anchor concern about wording, not an original or translated source.	translation-safe source review only; no legal or policy conclusion from machine translation	exclude from translation-source queue and handle in Atlas wording hardening
TH-00444	LIMEN-SIGNAL-E1E97530B0F9EAA3	reject_noise	language_not_resolved	path:/srv/tyche/atlas/tyche-thesis-atlas-factory/results/rare-language-corpus-lab/translation-risk-queue.md#L5	Atlas translation-risk queue purpose note	Queue purpose note is internal metadata, not a source surface.	translation-safe source review only; no legal or policy conclusion from machine translation	exclude from review results except as queue provenance
TH-00454	LIMEN-SIGNAL-E63DD101B0BFB205	translation_source_reviewed	English	https://ico.org.uk/for-organisations/advice-and-services/regulatory-sandbox/	UK ICO Regulatory Sandbox	Later source-ledger package repeats same English regulator locator and bounded comparator metadata.	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe with TH-00366 and retain only as English regulator comparator metadata
TH-00456	LIMEN-SIGNAL-E750165E3E0133EB	machine_translation_hold	Spanish	https://www.minciencia.gob.cl/areas/inteligencia-artificial/politica-nacional-de-inteligencia-artificial/	Chile Ministry of Science: Política Nacional de Inteligencia Artificial	GAIA submission digest duplicate has translated summary/themes with human_review_needed only.	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe with Chile rows and review original Spanish policy page
