paper_id	quickref	title	authors_short	year	doi	url	citations_2024_05_28	cites_per_year	sheet_name	sheet_updated_note	source_url	export_url	retrieved_at_utc	language	jurisdiction_scope	source_family	rights_note	claim_ceiling	limen_use_now
17.0	Weidinger2021	Ethical and social risks of harm from language models	Weidinger et al.	2021	10.48550/arXiv.2112.04359	https://arxiv.org/abs/2112.04359	644	161.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
18.0	Weidinger2023	Sociotechnical Safety Evaluation of Generative AI Systems	Weidinger et al.	2023	10.48550/arXiv.2310.11986	https://arxiv.org/abs/2310.11986	40	20.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
19.0	Wirtz2022	Governance of artificial intelligence: A risk and guideline-based integrative framework	Wirtz, Weyerer & Kehl	2022	10.1016/j.giq.2022.101685	https://doi.org/10.1016/j.giq.2022.101685	53	17.67	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
20.0	Wirtz2020	The Dark Sides of Artificial Intelligence: An Integrated AI Governance Framework for Public Administration	Wirtz, Weyerer & Sturm	2020	10.1080/01900692.2020.1749851	https://doi.org/10.1080/01900692.2020.1749851	209	41.80	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
21.0	Zhang2022	Towards risk-aware artificial intelligence and machine learning systems: An overview	Zhang et al.	2022	10.1016/j.dss.2022.113800	https://doi.org/10.1016/j.dss.2022.113800	43	14.33	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
22.0	Hendrycks2023	An Overview of Catastrophic AI Risks	Hendrycks, Mazzeika & Woodside	2023	10.48550/arXiv.2306.12001	https://arxiv.org/abs/2306.12001	71	35.50	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
23.0	Vidgen2024	Introducing v0.5 of the AI Safety Benchmark from MLCommons	Vidgen et al.	2024	10.48550/arXiv.2404.12241	https://arxiv.org/abs/2404.12241	0	0.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
24.0	Gabriel2024	The Ethics of Advanced AI Assistants	Gabriel et al.	2024	10.48550/arXiv.2404.16244	https://doi.org/10.48550/arXiv.2404.16244	2	2.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
25.0	Shevlane2023	Model Evaluation for Extreme Risks	Shevlane et al.	2023	10.48550/arXiv.2305.15324	https://arxiv.org/abs/2305.15324	75	37.50	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
26.0	AIVerify2023	Summary Report: Binary Classification Model for Credit Risk	AI Verify Foundation	2023		https://aiverifyfoundation.sg/downloads/AI_Verify_Sample_Report.pdf	0	0.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
27.0	Sun2023	Safety Assessment of Chinese Large Language Models	Sun et al.	2023	10.48550/arXiv.2304.10436	https://arxiv.org/abs/2304.10436	55	27.50	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
28.0	Zhang2023	SafetyBench: Evaluating the Safety of Large Language Models with Multiple Choice Questions	Zhang et al.	2023	10.48550/arXiv.2309.07045	https://arxiv.org/abs/2309.07045	37	18.50	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
29.0	Habbal2024	Artificial Intelligence Trust, Risk and Security Management (AI TRiSM): Frameworks, Applications, Challenges and Future Research Directions	Habbal et al.	2024	10.1016/j.eswa.2023.122442	https://doi.org/10.1016/j.eswa.2023.122442	55	55.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
30.0	Liu2024	Trustworthy LLMs: a Survey and Guideline for Evaluating Large Language Models' Alignment	Liu et al.	2024	10.48550/arXiv.2308.05374	https://arxiv.org/abs/2308.05374	102	102.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
31.0	EPIC2023	Generating Harms: Generative AI's Impact & Paths Forward	Electronic Privacy Information Centre	2023		https://epic.org/documents/generating-harms-generative-ais-impact-paths-forward/			Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
32.0	Stahl2024	The ethics of ChatGPT -- Exploring the ethical issues of an emerging technology	Stahl & Eke	2024	10.1016/j.ijinfomgt.2023.102700	https://doi.org/10.1016/j.ijinfomgt.2023.102700	94	94.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
33.0	Nah2023	Generative AI and ChatGPT: Applications, Challenges, and AI-Human Collaboration	Nah et al.	2023	10.1108/IJOES-05-2023-0107	https://doi.org/10.1108/IJOES-05-2023-0107	217	108.50	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
34.0	Ji2023	AI Alignment: A Comprehensive Survey	Ji et al.	2023	10.48550/arXiv.2310.19852	https://arxiv.org/abs/2310.19852	66	33.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
35.0	Hendrycks2022	X-Risk Analysis for AI Research	Hendrycks & Mazeika	2022	10.48550/arXiv.2206.05862	https://arxiv.org/abs/2206.05862	57	19.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
