anchor_id	anchor_code	anchor_level	anchor_label	proportion_of_risks_in_ai_risk_database	proportion_of_documents_in_ai_risk_database	workbook_tab_name	workbook_updated_note	source_url	export_url	retrieval_timestamp	language	jurisdiction_scope	source_name	rights_notes	route_notes
MITAIR-S4-2	4.2	subdomain	Cyberattacks, weapon development or use, and mass harm	0.05	0.6	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S4-3	4.3	subdomain	Fraud, scams, and targeted manipulation	0.05	0.37	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-D05	5.0	domain	Human- Computer Interaction	0.07	0.52	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S5-1	5.1	subdomain	Overreliance and unsafe use	0.04	0.33	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S5-2	5.2	subdomain	Loss of human agency and autonomy	0.03	0.34	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-D06	6.0	domain	Socioeconomic & Environmental	0.19	0.77	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S6-1	6.1	subdomain	Power centralization and unfair distribution of benefits	0.04	0.41	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S6-2	6.2	subdomain	Increased inequality and decline in employment quality	0.04	0.44	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S6-3	6.3	subdomain	Economic and cultural devaluation of human effort	0.02	0.32	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S6-4	6.4	subdomain	Competitive dynamics	0.01	0.21	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S6-5	6.5	subdomain	Governance failure	0.04	0.27	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S6-6	6.6	subdomain	Environmental harm	0.04	0.38	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-D07	7.0	domain	AI system safety, failures, & limitations	0.26	0.78	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S7-1	7.1	subdomain	AI pursuing its own goals in conflict with human goals or values	0.07	0.49	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S7-2	7.2	subdomain	AI possessing dangerous capabilities	0.05	0.26	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S7-3	7.3	subdomain	Lack of capability or robustness	0.08	0.56	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S7-4	7.4	subdomain	Lack of transparency or interpretability	0.03	0.3	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S7-5	7.5	subdomain	AI welfare and rights	<1%	0.03	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
MITAIR-S7-6	7.6	subdomain	Multi-agent risks	0.03	0.07	Domain Taxonomy statistics	Updated: 03 December 2025	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T17:50:23Z	English	Global / framework-defined	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; percentages are taxonomy/distribution metadata, not incident evidence.	Anonymous Google Sheets XLSX export; one bounded statistics tab materialized without implying row-level event equivalence or blanket workbook mirroring.
