row_id	signal_id	translation_review_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
TH-00375	LIMEN-SIGNAL-C641E08703F3E60D	translation_source_reviewed	en	https://moitt.gov.pk/Detail/ZWUzMjIyN2UtMWQ3Yi00Y2M1LTgxYTctY2QxMmUzOTdhNjVj	Pakistan Ministry of IT and Telecom AI Policy material	Local Atlas record names official URL/title/language but fetch failed; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture if promoted
TH-00379	LIMEN-SIGNAL-C95E21166A3068D0	translation_source_reviewed	en	https://doi.org/10.3403/30327466u	Health informatics. Public key infrastructure	Local report gives title, DOI locator, source language en, and translation not-needed.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate against adjacent DOI PKI standards before promotion
TH-00391	LIMEN-SIGNAL-CEAFD817CA72A3A6	translation_source_reviewed	tr	https://tubitak.gov.tr/en/kurumsal/yapay-zeka/yapay-zeka-politika-belgesi	TÜBİTAK Artificial Intelligence Policy	Local Atlas record names Turkish official URL/title/language but fetch timed out; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture if promoted
TH-00399	LIMEN-SIGNAL-D23A6F45572E3934	translation_source_reviewed	ko	https://doi.org/10.16937/kcti.rep.2021.e45	관광산업의 디지털 전환 수준 진단과 정책대응 방향	Local report gives Korean title, DOI locator, and translation-needed status.	translation-safe source review only; no legal or policy conclusion from machine translation	hold for original-language relevance review before any claim
TH-00403	LIMEN-SIGNAL-D365F8EF5D3F81DC	translation_source_reviewed	en	https://moitt.gov.pk/SiteImage/Misc/files/National%20AI%20Policy.pdf	Pakistan National Artificial Intelligence Policy PDF	Local Atlas record names official PDF URL/title/language but fetch failed; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture if promoted
TH-00409	LIMEN-SIGNAL-D596CBE5C2FB7451	candidate_for_url_extraction	fr	/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/data/global-agent-atlas-v0.1/sources/language-policy.json:301	France public algorithm/CNIL/Etalab language-policy trigger	Language-policy trigger only; no named French source URL in row.	translation-safe source review only; no legal or policy conclusion from machine translation	extract named French regulator/register URLs
TH-00411	LIMEN-SIGNAL-D5DD33C14591E47A	translation_source_reviewed	tr	https://tubitak.gov.tr/en/kurumsal/yapay-zeka/yapay-zeka-politika-belgesi	TÜBİTAK Artificial Intelligence Policy	Local Atlas record names Turkish official URL/title/language but fetch timed out; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture if promoted
TH-00422	LIMEN-SIGNAL-D9E9BECFEDDF7651	translation_source_reviewed	en	https://www.modee.gov.jo/ebv4.0/root_storage/en/eb_homepage/40435648.pdf	Jordan Artificial Intelligence Strategy	Local Atlas record names official PDF URL/title/language but fetch timed out; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture if promoted
TH-00433	LIMEN-SIGNAL-DC2A7B34FF4ACB83	candidate_for_url_extraction	et	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json:772	Estonian identity/e-signature/PKI expansion seed	Seed query only; no named original-language source URL in this row.	translation-safe source review only; no legal or policy conclusion from machine translation	run named URL extraction from Estonian seed query
TH-00434	LIMEN-SIGNAL-DCA942DB3B93ED18	cross_project_duplicate	es	http://www.corteconstitucional.gov.co/relatoria/2024/T-323-24.htm	GAIA submitted foreign-language digest: Colombian Constitutional Court T-323/24	Submitted GAIA digest duplicate of the same court-AI surface.	translation-safe source review only; no legal or policy conclusion from machine translation	route to GAIA court-AI source review
TH-00439	LIMEN-SIGNAL-DFE6762F3059FAD9	cross_project_duplicate	uz	https://uzinfocom.uz/en/news/332	GAIA governance-anchor queue: Uzbekistan Muxlisa/my.gov.uz	Derived GAIA governance queue row already human-review gated upstream.	translation-safe source review only; no legal or policy conclusion from machine translation	keep upstream human-review gate; do not promote in LIMEN
TH-00440	LIMEN-SIGNAL-E0C3EF6B97E2F67D	cross_project_duplicate	arabic	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-052/language-delta.json:10	GAIA gaia-boost-052 language-delta	Derived GAIA pointer-reconciliation bridge; not a primary source row.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate with GAIA Arabic/Gulf owner packet
TH-00443	LIMEN-SIGNAL-E1DE4F6BED9F8C3A	candidate_for_url_extraction	fr	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/sources/language-policy.json:301	France public algorithm/CNIL/Etalab language-policy trigger	Language-policy trigger only; no named French source URL in row.	translation-safe source review only; no legal or policy conclusion from machine translation	extract named French regulator/register URLs
TH-00445	LIMEN-SIGNAL-E1FA4039B7CEDCB1	translation_source_reviewed	he	https://www.gov.il/BlobFolder/policy/ai_2023/en/Israels%20AI%20Policy%202023.pdf	Israel AI Policy 2023	Local Atlas record names Hebrew official URL/title/language but fetch was 403; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture or locate accessible local copy
TH-00446	LIMEN-SIGNAL-E2549661AD88FEAD	translation_source_reviewed	he	https://www.gov.il/BlobFolder/policy/ai_2023/en/Israels%20AI%20Policy%202023.pdf	Israel AI Policy 2023	Local Atlas record names Hebrew official URL/title/language but fetch was 403; source-surface only.	translation-safe source review only; no legal or policy conclusion from machine translation	extract/retry URL capture or locate accessible local copy
