as_of_utc	lane_id	validator_row_key	lineage_key	representative_key	record_title	primary_review_cluster_id	primary_review_state	additional_join_hazard_cluster_id	additional_join_hazard_state	evidence_tier	publication_confidence_cap	translation_flag	current_lane011_publication_safe_aggregate_state	current_lane011_source_authority_balance_state	projected_multistate_safe_export_state	visualization_band_if_exported	multistate_sidecar_required	safe_join_scope	counting_rule	why_sidecar_needed	dashboard_hook	paper_thesis_use	evidence_basis_paths
2026-06-07T12:43:00Z	limen-boost-011	REVIEW-NOMERGE-CODEEXEC-001||data/cases/security-agentic-candidates.jsonl:LIMEN-000006	REVIEW-NOMERGE-CODEEXEC-001	data/cases/security-agentic-candidates.jsonl:LIMEN-000006	LangChain LLMMathChain allowed prompt injection into Python exec, creating arbitrary code execution risk	REVIEW-NOMERGE-CODEEXEC-001	reviewed_not_duplicate	REVIEW-IDCOLLISION-LIMEN-000006	identifier_collision_blocker	T3_authoritative_source	high	not_translation_dependent	present	present	include	technical_authority	yes	normalized_record_key_canonical; bare_local_id_provenance_only	count as separate lineage; reviewed non-merge confirms pattern overlap is not event identity	primary_review_and_join_hazard_overlap	denominator_preflight_validator; figure5_figure7_warning_badge	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
2026-06-07T12:43:00Z	limen-boost-011	REVIEW-NOMERGE-CODEEXEC-002||data/cases/security-agentic-candidates.jsonl:LIMEN-000007	REVIEW-NOMERGE-CODEEXEC-002	data/cases/security-agentic-candidates.jsonl:LIMEN-000007	LlamaIndex safe_eval command injection enabled LLM-generated code to execute OS commands on the host	REVIEW-NOMERGE-CODEEXEC-002	reviewed_not_duplicate	REVIEW-IDCOLLISION-LIMEN-000007	identifier_collision_blocker	T3_authoritative_source	high	not_translation_dependent	present	present	include	technical_authority	yes	normalized_record_key_canonical; bare_local_id_provenance_only	count as separate lineage; reviewed non-merge confirms pattern overlap is not event identity	primary_review_and_join_hazard_overlap	denominator_preflight_validator; figure5_figure7_warning_badge	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
2026-06-07T12:43:00Z	limen-boost-011	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-002||data/cases/multilingual-candidates.jsonl:LMWCS-20260606-002	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-002	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-002	Crime suspicion: a man used AI to falsify nude images of relatives and co-workers in a small northern Finnish town	REVIEW-SINGLETON-LMWCS-20260606-002	no_cluster_review_row			T1_single_public_source	low	translation_dependent	present	present	include	translation_caution_provisional	no	normalized_record_key_canonical; bare_local_id_provenance_only	count as separate provisional lineage using normalized_record_key	single_state_ok	normal_duplicate_control_legend	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
2026-06-07T12:43:00Z	limen-boost-011	data/cases/security-agentic-candidates.jsonl:LIMEN-000008||data/cases/security-agentic-candidates.jsonl:LIMEN-000008	data/cases/security-agentic-candidates.jsonl:LIMEN-000008	data/cases/security-agentic-candidates.jsonl:LIMEN-000008	LangChain broad load() allowlists enabled attacker-controlled object revival, chat-history poisoning, and possible credential or request side effects	REVIEW-NOMERGE-LANGCHAIN-001	reviewed_not_duplicate	REVIEW-IDCOLLISION-LIMEN-000008	identifier_collision_blocker	T3_authoritative_source	high	not_translation_dependent	present	present	include	technical_authority	yes	normalized_record_key_canonical; bare_local_id_provenance_only	count as separate lineage; reviewed non-merge confirms same-framework overlap is subtype recurrence, not event identity	primary_review_and_join_hazard_overlap	denominator_preflight_validator; figure5_figure7_warning_badge	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
2026-06-07T12:43:00Z	limen-boost-011	CLUSTER-DERIVATIVE-SEC-DELPHIA-20260318||data/cases/authoritative-candidates.jsonl:LIMEN-000006	CLUSTER-DERIVATIVE-SEC-DELPHIA-20260318	data/cases/authoritative-candidates.jsonl:LIMEN-000006	SEC settlement with Delphia over false and misleading statements about AI and machine learning use	CLUSTER-DERIVATIVE-SEC-DELPHIA-20260318	stable_duplicate_cluster	REVIEW-IDCOLLISION-LIMEN-000006	identifier_collision_blocker	T3_authoritative_source	high	not_translation_dependent	present	present	include	authority_anchor	yes	normalized_record_key_canonical; bare_local_id_provenance_only	collapse only for lineage counts; do not count both base and queue rows as separate cases	primary_review_and_join_hazard_overlap	denominator_preflight_validator; figure5_figure7_warning_badge	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
2026-06-07T12:43:00Z	limen-boost-011	CLUSTER-DERIVATIVE-SEC-GP-20260318||data/cases/authoritative-candidates.jsonl:LIMEN-000007	CLUSTER-DERIVATIVE-SEC-GP-20260318	data/cases/authoritative-candidates.jsonl:LIMEN-000007	SEC settlement with Global Predictions over false and misleading AI financial-adviser claims	CLUSTER-DERIVATIVE-SEC-GP-20260318	stable_duplicate_cluster	REVIEW-IDCOLLISION-LIMEN-000007	identifier_collision_blocker	T3_authoritative_source	high	not_translation_dependent	present	present	include	authority_anchor	yes	normalized_record_key_canonical; bare_local_id_provenance_only	collapse only for lineage counts; do not count both base and queue rows as separate cases	primary_review_and_join_hazard_overlap	denominator_preflight_validator; figure5_figure7_warning_badge	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
2026-06-07T12:43:00Z	limen-boost-011	CLUSTER-DERIVATIVE-LMWCS-20260606-001||data/cases/multilingual-candidates.jsonl:LMWCS-20260606-001	CLUSTER-DERIVATIVE-LMWCS-20260606-001	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-001	AI now drafts completely absurd complaints; police lawyer frustrated: cases are cited that do not exist	CLUSTER-DERIVATIVE-LMWCS-20260606-001	stable_duplicate_cluster			T1_single_public_source	low	translation_dependent	present	present	include	translation_caution_provisional	no	normalized_record_key_canonical; bare_local_id_provenance_only	collapse only for lineage counts; do not count both base and queue rows as separate cases	single_state_ok	normal_duplicate_control_legend	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
2026-06-07T12:43:00Z	limen-boost-011	CLUSTER-DERIVATIVE-LMWCS-20260606-003||data/cases/multilingual-candidates.jsonl:LMWCS-20260606-003	CLUSTER-DERIVATIVE-LMWCS-20260606-003	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-003	Police warn about new fraud methods: gold trading offers and AI-assisted deception	CLUSTER-DERIVATIVE-LMWCS-20260606-003	stable_duplicate_cluster			T1_single_public_source	low	translation_dependent	present	present	include	translation_caution_provisional	no	normalized_record_key_canonical; bare_local_id_provenance_only	collapse only for lineage counts; do not count both base and queue rows as separate cases	single_state_ok	normal_duplicate_control_legend	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
2026-06-07T12:43:00Z	limen-boost-011	CLUSTER-DERIVATIVE-LMWCS-20260606-004||data/cases/multilingual-candidates.jsonl:LMWCS-20260606-004	CLUSTER-DERIVATIVE-LMWCS-20260606-004	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-004	Project ORION: Artificial intelligence for safe border control	CLUSTER-DERIVATIVE-LMWCS-20260606-004	stable_duplicate_cluster			T3_authoritative_source_direct_url_resolved	high	translation_dependent	present	present	include	translation_caution_authority	no	normalized_record_key_canonical; bare_local_id_provenance_only	collapse only for lineage counts; do not count both base and queue rows as separate cases	single_state_ok	normal_duplicate_control_legend	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
2026-06-07T12:43:00Z	limen-boost-011	CLUSTER-DERIVATIVE-LMWCS-20260606-005||data/cases/multilingual-candidates.jsonl:LMWCS-20260606-005	CLUSTER-DERIVATIVE-LMWCS-20260606-005	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-005	In Sveta Trojica, artificial intelligence already stands in for a secretary	CLUSTER-DERIVATIVE-LMWCS-20260606-005	stable_duplicate_cluster			T1_single_public_source	low	translation_dependent	present	present	include	translation_caution_provisional	no	normalized_record_key_canonical; bare_local_id_provenance_only	collapse only for lineage counts; do not count both base and queue rows as separate cases	single_state_ok	normal_duplicate_control_legend	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
2026-06-07T12:43:00Z	limen-boost-011	CLUSTER-DERIVATIVE-LMWCS-20260606-006||data/cases/multilingual-candidates.jsonl:LMWCS-20260606-006	CLUSTER-DERIVATIVE-LMWCS-20260606-006	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-006	AI over the human brain? Artificial intelligence wrongly failed a Saaremaa gymnasium student on an exam	CLUSTER-DERIVATIVE-LMWCS-20260606-006	stable_duplicate_cluster			T1_single_public_source	low	translation_dependent	present	present	include	translation_caution_provisional	no	normalized_record_key_canonical; bare_local_id_provenance_only	collapse only for lineage counts; do not count both base and queue rows as separate cases	single_state_ok	normal_duplicate_control_legend	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
2026-06-07T12:43:00Z	limen-boost-011	OMITTED||data/cases/authoritative-candidates.jsonl:LIMEN-000008	data/cases/authoritative-candidates.jsonl:LIMEN-000008	data/cases/authoritative-candidates.jsonl:LIMEN-000008	FCC pursues and settles Lingo Telecom deepfake robocall enforcement over New Hampshire primary spoofing	REVIEW-SINGLETON-LIMEN-000008	no_cluster_review_row	REVIEW-IDCOLLISION-LIMEN-000008	identifier_collision_blocker	T3_authoritative_source	high	not_translation_dependent	omitted	omitted	include	authority_anchor	yes	normalized_record_key_canonical; bare_local_id_provenance_only	count as separate reviewed singleton lineage using normalized_record_key	primary_review_and_join_hazard_overlap	denominator_preflight_validator; figure5_figure7_warning_badge	methods/data appendix on duplicate-aware denominator control and source-authority composition	/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/publication-safe-aggregate-matrix.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/source-authority-balance.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/clusters/duplicate-clusters-v0.1.tsv; /srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-011/normalized-join-key-ledger.tsv
