packet_id	source_lane	signal_id	queue_id	review_status	promotion_readiness	reviewed_core_posture	obscure_ai_posture	dedupe_status	source_cluster_key	cluster_size	source_url_or_locator	normalized_source_url	source_host	source_name	language_reviewed	review_priority	shards	queries	hardening_gate	hardening_priority	source_path	source_line	title_or_snippet	claim_ceiling	next_action	required_before_reviewed_core	required_before_obscure_ai	forbidden_overread
RCPP-00014	bulk_named_source_autoresolve	LIMEN-SIGNAL-FE8FF3CC0D2AA8E7		url_found_near_source_line	duplicate_existing_reviewed_core	do_not_promote_duplicate	do_not_add_duplicate	exact_reviewed_core_url_match	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/37xxx/CVE-2023-37274.json	6	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/37xxx/CVE-2023-37274.json	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/37xxx/CVE-2023-37274.json	raw.githubusercontent.com	raw.githubusercontent.com		P2_article_relevance_review	security-agentic	tool misuse			/srv/tyche/projects/limen-ai-edge-case-atlas/data/cases/security-agentic-candidates.jsonl	6	Source-pack/index/profile row points toward a source but does not expose a named reviewable surface.	source-surface existence only from local metadata/files	extract the named source surface from local materials	Already represented by LIMEN-000001: Auto-GPT sandbox escape and host code execution risk via unsanitized file basename	Do not add to ObscureAI; preserve as source-lineage/dedupe evidence only.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00015	bulk_named_source_autoresolve	LIMEN-SIGNAL-3BB26109E7EB856E		url_found_near_source_line	duplicate_existing_reviewed_core	do_not_promote_duplicate	do_not_add_duplicate	exact_reviewed_core_url_match	https://sakana.ai/ai-scientist-first-publication	1	https://sakana.ai/ai-scientist-first-publication/	https://sakana.ai/ai-scientist-first-publication	sakana.ai	sakana.ai		P2_article_relevance_review	public-sector	procurement AI			/srv/tyche/gaia/tyche-research-vault/sites/gaia-agent-atlas/public/downloads/gaia-agent-atlas-facts-v0.1.csv	1171	derived vendor facts row names Zip procurement agents but not one reviewable source surface here	surface existence cannot exceed local derived-fact wording	extract the named vendor source from local supporting materials	Already represented by LIMEN-WEB5-002: Sakana says an AI Scientist-v2 paper passed an ICLR workshop peer-review process	Do not add to ObscureAI; preserve as source-lineage/dedupe evidence only.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00016	hardening_translation_source_review	LIMEN-SIGNAL-3055336482D36F2C		translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/verification/p0-source-packs/raw/verify-gdpr-data-governance-evidence/b70dd85399aee628.txt:1	1	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/verification/p0-source-packs/raw/verify-gdpr-data-governance-evidence/b70dd85399aee628.txt:1			EUR-Lex GDPR Regulation 2016/679 EN page	en/multilingual portal								Regulation - 2016/679 - EN - gdpr - EUR-Lex × Skip to main content Log in My EUR-Lex My EUR-Lex Sign in Register My recent searches (0) English English Select your language Official EU languages: bg български es Español cs Čeština da Dansk de Deutsch et Eesti	source-surface only; no GDPR legal interpretation	use only as English EUR-Lex locator or requeue with actual target-language text if needed	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00017	hardening_translation_source_review	LIMEN-SIGNAL-165B8BF7D9738CEA		translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/reports/lanes/dutch-belgian-language-latest.md:58	1	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/reports/lanes/dutch-belgian-language-latest.md:58			The Algorithm Register of the Dutch government	nl/en								1. **The Algorithm Register of the Dutch government**	source-surface locator only; no register coverage or legal claim	promote only as named source candidate needing original-language content review	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00018	bulk_translation_source_review	LIMEN-SIGNAL-41448F5417C018A8	BTR-00088	translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604t114556z/analysis/verification/p0-source-packs/raw/verify-gdpr-data-governance-evidence/b70dd85399aee628.txt:1	2	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604T114556Z/analysis/verification/p0-source-packs/raw/verify-gdpr-data-governance-evidence/b70dd85399aee628.txt:1			EUR-Lex GDPR witness page	English EUR-Lex page with multilingual interface	P1_official_or_regulator_review	public-sector	automated decision			/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604T114556Z/analysis/verification/p0-source-packs/raw/verify-gdpr-data-governance-evidence/b70dd85399aee628.txt	1	Local file is an English EUR-Lex GDPR page/interface witness, not a machine-translation factual source.	Legal-text/source locator only; no GDPR interpretation, applicability, compliance, or automated-decision finding.	Use only as locator/witness; cite official article text separately for any substantive claim.	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00019	hardening_translation_source_review	LIMEN-SIGNAL-41448F5417C018A8		translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604t114556z/analysis/verification/p0-source-packs/raw/verify-gdpr-data-governance-evidence/b70dd85399aee628.txt:1	2	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604T114556Z/analysis/verification/p0-source-packs/raw/verify-gdpr-data-governance-evidence/b70dd85399aee628.txt:1			EUR-Lex GDPR Regulation 2016/679 EN page	en/multilingual portal								Regulation - 2016/679 - EN - gdpr - EUR-Lex × Skip to main content Log in My EUR-Lex My EUR-Lex Sign in Register My recent searches (0) English English Select your language Official EU languages: bg български es Español cs Čeština da Dansk de Deutsch et Eesti	source-surface only; no GDPR legal interpretation	deduplicate with TH-00092 or requeue with actual target-language source	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00020	hardening_translation_source_review	LIMEN-SIGNAL-F9C57FFBB17B498F		translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	/srv/tyche/gaia/tyche-research-vault/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json:4055	1	/srv/tyche/gaia/tyche-research-vault/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json:4055			UN Guatemala Evaluación de IA en Guatemala	Spanish								"quote_safe_paraphrase: ""The UN Guatemala Spanish page says UNDP’s AI Sprint supported Guatemala in responsible AI assessment and notes gaps including financial incentives, academic research support, and regulatory sandboxes; Gaia treats this as governance-ra"	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe with TH-00471; keep upstream GAIA as source owner	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00021	hardening_translation_source_review	LIMEN-SIGNAL-EED490F8A0DB6D54		translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	/srv/tyche/gaia/tyche-research-vault/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json:4070	1	/srv/tyche/gaia/tyche-research-vault/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json:4070			UN Guatemala Evaluación de IA en Guatemala	Spanish								"summary: ""The UN Guatemala Spanish page says UNDP’s AI Sprint supported Guatemala in responsible AI assessment and notes gaps including financial incentives, academic research support, and regulatory sandboxes; Gaia treats this as governance-radar context, n"	translation-safe source review only; no legal or policy conclusion from machine translation	dedupe with TH-00494; keep upstream GAIA as source owner	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00022	bulk_translation_source_review	LIMEN-SIGNAL-6A8658B825A9E3A0	BTR-00145	translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-028/language-delta.json#l10	1	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-028/language-delta.json#L10			gaia-boost-028 language-delta	Arabic/Gulf routing metadata	P1_official_or_regulator_review	legal-research	AI evidence			/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-028/language-delta.json	10	Internal packet confirms Arabic/Gulf translation-sensitive evidence route; it is not itself a primary source.	translation-safe routing/context only; no case, legality, prevalence, or safety claim	Extract and review named parent source_document_ids before any source-level use.	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00023	hardening_translation_source_review	LIMEN-SIGNAL-34EBB8F779005C6C		translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/observability_250_country_matrix.csv:7	1	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv:7			OBSERVABILITY_250_COUNTRY_MATRIX France row; named CNIL/EUR-Lex/EC/official source list	french								"FR,France,76.7,73.2,A visible governability,0.85,66.7,66.7,100.0,80.0,83.3,35,29,1,0,medium,6,10,Medium: gap interpretation,""human review required for I01, I02, I03, I05, I08, I10"",I02_final_AI_Act_authority_designation_not_confirmed;I03_formal_AI_Act_sandbox_"	translation-safe source review only; no legal or policy conclusion from machine translation	Extract exact French official URLs for I02/I03/I05/I08/I10 hardening.	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00024	bulk_translation_source_review	LIMEN-SIGNAL-C5A7EFE3445F4CC6	BTR-00676	translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/pallas_second_pass_confidence_changes.csv:882	1	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv:882			Ísland.is / Persónuvernd sandbox evidence	is/en	P2_article_relevance_review	public-sector	regulatory sandbox			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	882	Local confidence-change row explicitly records official Icelandic sources for a 2022 healthcare AI regulatory sandbox pilot, with active/current maturity unconfirmed.	processing-state evidence only; no current sandbox maturity, legal, or safety claim	Resolve exact source URLs from local source pack before any case-level use	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
