queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action
BPSE-01667	LIMEN-SIGNAL-F4793725A91618E1	source_surface_only_no_case		Verification priority queue task card	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/verification/verification-priority-queue-v0.2.md:22-31	Task queue names a verification job but exposes no parent public source URL.	internal verification planning only	Use task card later to locate concrete source artifacts.
BPSE-01668	LIMEN-SIGNAL-F4959A95500980C6	source_surface_only_no_case		Shadow-audit source-independence caveat	/srv/tyche/gaia/tyche-research-vault/notes/zeus-lane-harvest-2026-05-22/shadow-audit-v0.1/paper/draft.md:276-282	Methodological caveat about source inventory; no explicit parent URL at the row.	paper-method caveat only	Do not promote; trace to inventory rows if needed.
BPSE-01669	LIMEN-SIGNAL-F49CC8882454D599	source_surface_only_no_case		WIPO Patentscope manual search plan	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/patents/wipo-patentscope-action-plan-v0.2.md:11-18	Manual search instructions list query strings, not an external patent record URL.	search-plan surface only	Keep out of LIMEN direct-source extraction unless a concrete patent record is locally captured.
BPSE-01670	LIMEN-SIGNAL-F4AB37EC87BC4B08	source_url_extracted	https://ai.hel.fi/oodis-book-recommendation-service-obotti	Oodi's book recommendation service Obotti	/srv/tyche/gaia/tyche-research-vault/sites/gaia-agent-atlas/public/data/facts.json:32776-32778	facts.json explicitly provides source_title and source_url.	source-surface existence only; no incident, legal, safety, compliance, prevalence, or ranking claim	Open direct source review packet for the extracted Helsinki AI-register URL.
BPSE-01671	LIMEN-SIGNAL-F4FF4EA2581810F9	reject_noise		Hermes expansion seed mission	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json:54-57	Configuration seed describes a monitoring mission; no parent public source URL.	internal configuration text only	Drop from parent-source extraction queue.
BPSE-01672	LIMEN-SIGNAL-F510F85C00E65919	parent_source_wrapper		Ecuador I05 source-hardening rows	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_COUNTRY_SCORE_DELTA.csv:86; /srv/tyche/shared/repos/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv:189-191	Delta cites draft strategy, SISPDP, and SPDP resolution; multiple local parent URLs require human choice.	source-pack wrapper only	Human select the relevant Ecuador I05 parent source before direct review.
BPSE-01673	LIMEN-SIGNAL-F513CC827B6AFD3B	reject_noise		Validation monitor_for aggregate	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/reports/validation-v0.2.3.json:524-530	Internal validation aggregate repeats monitoring text; no standalone public source surface.	internal aggregate/validation text only	Drop from parent-source extraction queue.
BPSE-01674	LIMEN-SIGNAL-F52B4CAA94B45759	country_gap_no_parent_source		Dominica observability research queue	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:33	Research-queue country gap/profile row with focus queries only; no parent source URL.	processing-state country-gap placeholder only	Leave in country-gap backlog; do not promote as direct source.
BPSE-01675	LIMEN-SIGNAL-F553033C88E226CA	country_gap_no_parent_source		Albania weak-source warning	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md:1154-1164	Warning section records no official AI sandbox/register evidence; no extractable parent URL at cited lines.	country gap warning only	Keep as gap state; use source-pack rows separately if needed.
BPSE-01676	LIMEN-SIGNAL-F557C1D963965811	country_gap_no_parent_source		Belgium readiness matrix row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_COUNTRY_MATRIX.csv:6	Country score/gap row summarizes Belgian readiness gaps; no explicit parent URL in the row.	country readiness gap summary only	Keep as gap/profile state; inspect source pack separately if a specific parent is needed.
BPSE-01677	LIMEN-SIGNAL-F55B129C3998A4F0	reject_noise		Nekropolis branch-discipline instruction	/srv/tyche/gaia/tyche-research-vault/notes/nekropolis-paper-d-launch-2026-05-23.md:85-88	Internal editing instruction, not a public source or source-pack pointer.	internal workflow instruction only	Drop from parent-source extraction queue.
BPSE-01678	LIMEN-SIGNAL-F55ECF75C6A70A96	reject_noise		Nekropolis harmonisation build note	/srv/tyche/gaia/tyche-research-vault/notes/nekropolis-ripr-v0.2-ref7-harmonisation-2026-05-27.md:18-22	Build/harmonisation note cites local files only; no public parent source URL.	internal build note only	Drop from parent-source extraction queue.
BPSE-01679	LIMEN-SIGNAL-F56E93A474D8D1FC	parent_source_wrapper		Sao Tome and Principe I05 source-pack entries	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_COUNTRY_REVIEW_LOAD.csv:28; /srv/tyche/shared/repos/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv:226-227	Country review-load row maps to multiple I05 source-refresh rows; human must choose parent source.	source-pack/country-review wrapper only	Human select the AI readiness report or portal row if source review is needed.
BPSE-01680	LIMEN-SIGNAL-F59DA095A2F7718D	source_url_extracted	https://attorneygeneralchambers.com/laws-of-saint-lucia/public-procurement-act	Public Procurement Act	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CANDIDATE_MATRIX_DELTA.csv:1133; /srv/tyche/shared/repos/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_SOURCE_REFRESH.csv:63	Delta names Public Procurement Act and local source-refresh row gives explicit URL.	source-surface existence only; generic procurement governance, no AI-procurement/legal/compliance claim	Open direct source review packet for the extracted Saint Lucia statute URL.
