row_id	signal_id	translation_hold_class	review_priority	shards	queries	language_hint	source_path_family	source_url	source_path	source_line	title_or_snippet	claim_ceiling	next_action	forbidden_overread
TH-00482	LIMEN-SIGNAL-F30B633687C88EC8	registry_auto_translation	P1_official_or_regulator_review	public-sector	algorithm register	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/mnre1045/8	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-gap-map-v0.2.csv	8	GM-REC-NL-ALG-REC-83985427,NL-ALG-REC-83985427,NL-ALG-REG,Algorithm Register of the Dutch government,record_sample,record_level,substantive_page,Netherlands,Netherlands,,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/mnre1045/8	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00485	LIMEN-SIGNAL-F4A620C1FF2A28B8	registry_auto_translation	P1_official_or_regulator_review	public-sector	algorithm register	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algorit	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/manuscript.html	109	<tr><td>NL-ALG-REC-33698247</td><td>NL-ALG-REG</td><td>Algorithm Register of the Dutch government</td><td>Netherlands</td><td>Netherlands</td><td>English auto-translation from Dutch</td><td>https://algoritmes.overheid.nl/en/algorit...</td><td>2026-06-05</td></	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00486	LIMEN-SIGNAL-F4E375C0CFF845E0	registry_auto_translation	P1_official_or_regulator_review	public-sector	algorithm register	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-sample-records-v0.2.preview.csv	2	NL-ALG-REC-83985427,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,Netherlands,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation,2026-06-05,Octobox Anonymisation,Ministry	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00487	LIMEN-SIGNAL-F54963FD52199458	registry_auto_translation	P1_official_or_regulator_review	public-sector	algorithm register	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/gm1735/931	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-gap-map-v0.2.csv	10	GM-REC-NL-ALG-REC-93184465,NL-ALG-REC-93184465,NL-ALG-REG,Algorithm Register of the Dutch government,record_sample,record_level,substantive_page,Netherlands,Netherlands,,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/gm1735/931	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00489	LIMEN-SIGNAL-F68CA981C4A5EAC6	registry_auto_translation	P1_official_or_regulator_review	public-sector	automated decision	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-sample-records-v0.2.csv	3	"NL-ALG-REC-33698247,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,Netherlands,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support,2026-06-05,Zylab Disclosure Support,""Mi"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00490	LIMEN-SIGNAL-F84768A9D9C9A85F	registry_auto_translation	P1_official_or_regulator_review	public-sector	algorithm register	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-sample-records-v0.2.preview.csv	4	NL-ALG-REC-93184465,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,Netherlands,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask,2026-06-05,Datamask,Municipality of Hof van Twente,yes,ye	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00492	LIMEN-SIGNAL-F9615CD6202235EC	registry_auto_translation	P1_official_or_regulator_review	public-sector	algorithm register	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/field-support-normalized-v0.1.csv	8	NL-ALG-REC-83985427,NL-ALG-REG,Dutch national Algorithm Register,Algorithm Register of the Dutch government,Netherlands,Netherlands,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation,2026-06-	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00497	LIMEN-SIGNAL-FA956471C1DFAA87	registry_auto_translation	P1_official_or_regulator_review	public-sector	automated decision	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/gm1735/931	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-gap-map-v0.2.csv	10	GM-REC-NL-ALG-REC-93184465,NL-ALG-REC-93184465,NL-ALG-REG,Algorithm Register of the Dutch government,record_sample,record_level,substantive_page,Netherlands,Netherlands,,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/gm1735/931	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00498	LIMEN-SIGNAL-FABEE86CFDA9A9AB	registry_auto_translation	P1_official_or_regulator_review	public-sector	automated decision	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/mnre1153/3	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-gap-map-v0.2.csv	9	GM-REC-NL-ALG-REC-33698247,NL-ALG-REC-33698247,NL-ALG-REG,Algorithm Register of the Dutch government,record_sample,record_level,substantive_page,Netherlands,Netherlands,,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/mnre1153/3	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00499	LIMEN-SIGNAL-FB11BFFBF12607D7	registry_auto_translation	P1_official_or_regulator_review	public-sector	algorithm register	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/field-support-normalized-v0.1.csv	4	NL-ALG-REC-83985427,NL-ALG-REG,Dutch national Algorithm Register,Algorithm Register of the Dutch government,Netherlands,Netherlands,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation,2026-06-	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00503	LIMEN-SIGNAL-FDB317286B045365	registry_auto_translation	P1_official_or_regulator_review	public-sector	algorithm register	dutch	other_tyche_project	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-sample-records-v0.2.preview.csv	4	NL-ALG-REC-93184465,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,Netherlands,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask,2026-06-05,Datamask,Municipality of Hof van Twente,yes,ye	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00168	LIMEN-SIGNAL-570A4D2CE54903C4	translation_sensitive_lead	P1_official_or_regulator_review	identity-provenance	synthetic identity	language_not_resolved	limen_project		/srv/tyche/projects/limen-ai-edge-case-atlas/results/boost/limen-boost-005/source-delta.tsv	4	limen-boost-005 multilingual weird cases and under-covered languages Balkan smaller-state languages Latin and Cyrillic Slovenia; Croatia; Serbia; Bosnia and Herzegovina; Montenegro; North Macedonia Regional reporting and administrative records may contain unde	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
TH-00421	LIMEN-SIGNAL-D9D3F52551DABFBB	translation_sensitive_lead	P1_official_or_regulator_review	legal-research	AI evidence	language_not_resolved	srv/tyche/pallas		/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_COUNTRY_REVIEW_LOAD.csv	64	"5,YE,Yemen,Asia expansion,10,1,5,9,0.700,15,Medium: warning present,""I10 evidence lifecycle remains zero, but negative evidence is better explained: MTIT privacy/cyber pages contain generic audit/monitoring/encryption language, not AI lifecycle governance.; No"	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	Do not promote, translate by guess, infer legality, or count as reviewed-core until human translation/source review is complete.
