checked_at_utc	source_table	row_no	field	host	url	status	final_url	content_type	sample_bytes	error	bounded_note
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	30	url	ico.org.uk	https://ico.org.uk/media2/woalogoc/20240219-serco-leisure-operating-limited-en.pdf	200	https://ico.org.uk/media2/woalogoc/20240219-serco-leisure-operating-limited-en.pdf	application/pdf	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	20	url	news.google.com	https://news.google.com/rss/articles/CBMihwFBVV95cUxQMUd4RHZ5MnM5eEpiX0o3a2ZxZFhaNVN2TlJoSFo5ZkpmODBQUldzWkFpV3hJMnRuN1IzZ1g1bG5rdS1Zdk9fbFoxNzBNLWU3aV8zUVFnTk5xdTM4d1N2bDZpeXk0MDdEWkx0Y3BqSTFkTnRaclYtN2R6N2ZiSi1OaTFRcXlhcjg?oc=5	200	https://news.google.com/rss/articles/CBMihwFBVV95cUxQMUd4RHZ5MnM5eEpiX0o3a2ZxZFhaNVN2TlJoSFo5ZkpmODBQUldzWkFpV3hJMnRuN1IzZ1g1bG5rdS1Zdk9fbFoxNzBNLWU3aV8zUVFnTk5xdTM4d1N2bDZpeXk0MDdEWkx0Y3BqSTFkTnRaclYtN2R6N2ZiSi1OaTFRcXlhcjg?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	7	url	airisk.mit.edu	https://airisk.mit.edu/risks	200	https://airisk.mit.edu/risks	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	18	url	www.unesco.org	https://www.unesco.org/en/legal-affairs/recommendation-ethics-artificial-intelligence	200	https://www.unesco.org/en/legal-affairs/recommendation-ethics-artificial-intelligence	text/html; charset=UTF-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	25	url	news.google.com	https://news.google.com/rss/articles/CBMi8wFBVV95cUxPX3FheUdXTjdVb0dRRllBTXE3Vk9UN3VvMmVqZGY3WFJNRU5uREZmNm94d3BWNEhVc0MtdDE5NnN0aVlkUFd0Q1AwcEx3a2NMa0tkX25FNEw2SE5ZVGZNYXV3MzYzazczM1NXYUJGemVJcHBmX3lGaDA4ZnhYanBoaHZhODhiczFzZVhjYzN2Sy1wdXRDS0tiV0tXUlQxQWdfNVR0TEUwNzNqU3VQRGJMMjctNFpZcjdHRTI3emczX0duaHVEQ2hlQjVmSzlQUlF5RVE1b0dDREVXVWNQd0J1TEtWb25JS3dsWUdfTndZTGxtd0E?oc=5	200	https://news.google.com/rss/articles/CBMi8wFBVV95cUxPX3FheUdXTjdVb0dRRllBTXE3Vk9UN3VvMmVqZGY3WFJNRU5uREZmNm94d3BWNEhVc0MtdDE5NnN0aVlkUFd0Q1AwcEx3a2NMa0tkX25FNEw2SE5ZVGZNYXV3MzYzazczM1NXYUJGemVJcHBmX3lGaDA4ZnhYanBoaHZhODhiczFzZVhjYzN2Sy1wdXRDS0tiV0tXUlQxQWdfNVR0TEUwNzNqU3VQRGJMMjctNFpZcjdHRTI3emczX0duaHVEQ2hlQjVmSzlQUlF5RVE1b0dDREVXVWNQd0J1TEtWb25JS3dsWUdfTndZTGxtd0E?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	31	url	raw.githubusercontent.com	https://raw.githubusercontent.com/avidml/avid-db/main/reports/2022/AVID-2022-R0001.json	200	https://raw.githubusercontent.com/avidml/avid-db/main/reports/2022/AVID-2022-R0001.json	text/plain; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	5	url	raw.githubusercontent.com	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2026/2xxx/CVE-2026-2286.json	200	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2026/2xxx/CVE-2026-2286.json	text/plain; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	17	url	raw.githubusercontent.com	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2025/55xxx/CVE-2025-55284.json	200	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2025/55xxx/CVE-2025-55284.json	text/plain; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	9	url	raw.githubusercontent.com	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2024/3xxx/CVE-2024-3271.json	200	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2024/3xxx/CVE-2024-3271.json	text/plain; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	4	url	raw.githubusercontent.com	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2026/44xxx/CVE-2026-44843.json	200	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2026/44xxx/CVE-2026-44843.json	text/plain; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	6	url	www.courtlistener.com	https://www.courtlistener.com/?q=1%3A22-cv-02565	403	https://www.courtlistener.com/?q=1%3A22-cv-02565	text/html	0	Forbidden	single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	34	url	news.google.com	https://news.google.com/rss/articles/CBMiQkFVX3lxTE9jV2tTQjBaZFBvTkJKRkJhMnNhdzdUUXQzZ3Z2TndJMHVFRlNuNXdvX3Y1R1VIb3MwYlljWVcwN2tDQQ?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	200	https://news.google.com/rss/articles/CBMiQkFVX3lxTE9jV2tTQjBaZFBvTkJKRkJhMnNhdzdUUXQzZ3Z2TndJMHVFRlNuNXdvX3Y1R1VIb3MwYlljWVcwN2tDQQ?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/amsterdam-register-export-history-audit-v0.1.tsv	5	source_url	algoritmes.overheid.nl	https://algoritmes.overheid.nl/api/downloads/history/algorithms/23189993/ENG?filetype=csv	200	https://algoritmes.overheid.nl/api/downloads/history/algorithms/23189993/ENG?filetype=csv	text/csv; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	8	url	news.google.com	https://news.google.com/rss/articles/CBMixwFBVV95cUxNOUFEeG1WV3FIMzFBaVE3T0tSNWNZcFZPeEpicXUxZ0FYSE5FOFhzWmRXYUxNX3ZmUTZ4WGN3ZEJKWl85TVRPMXdsVVNGbEF6RzQ1aGp4NVA0aGlNaFVwYzhrOHE0QjdoaDk3VEZVVkpLSjJvSldhaTl1SDFtX1dSSU40MUxIWW95WjhydlZhckxjY2FzN3ZCcVlkTmR0T29IWXJHZU5UcjlUdHI3SG9Kbm5PSUhrT0d2eXFUMHU3TjNoUFhGaXRJ?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	200	https://news.google.com/rss/articles/CBMixwFBVV95cUxNOUFEeG1WV3FIMzFBaVE3T0tSNWNZcFZPeEpicXUxZ0FYSE5FOFhzWmRXYUxNX3ZmUTZ4WGN3ZEJKWl85TVRPMXdsVVNGbEF6RzQ1aGp4NVA0aGlNaFVwYzhrOHE0QjdoaDk3VEZVVkpLSjJvSldhaTl1SDFtX1dSSU40MUxIWW95WjhydlZhckxjY2FzN3ZCcVlkTmR0T29IWXJHZU5UcjlUdHI3SG9Kbm5PSUhrT0d2eXFUMHU3TjNoUFhGaXRJ?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	32	url	www.doj.nh.gov	https://www.doj.nh.gov/news-and-media	403	https://www.doj.nh.gov/news-and-media	text/html	0	Forbidden	single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	20	final_url	news.google.com	https://news.google.com/rss/articles/CBMihwFBVV95cUxQMUd4RHZ5MnM5eEpiX0o3a2ZxZFhaNVN2TlJoSFo5ZkpmODBQUldzWkFpV3hJMnRuN1IzZ1g1bG5rdS1Zdk9fbFoxNzBNLWU3aV8zUVFnTk5xdTM4d1N2bDZpeXk0MDdEWkx0Y3BqSTFkTnRaclYtN2R6N2ZiSi1OaTFRcXlhcjg?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	200	https://news.google.com/rss/articles/CBMihwFBVV95cUxQMUd4RHZ5MnM5eEpiX0o3a2ZxZFhaNVN2TlJoSFo5ZkpmODBQUldzWkFpV3hJMnRuN1IzZ1g1bG5rdS1Zdk9fbFoxNzBNLWU3aV8zUVFnTk5xdTM4d1N2bDZpeXk0MDdEWkx0Y3BqSTFkTnRaclYtN2R6N2ZiSi1OaTFRcXlhcjg?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:44Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	12	url	raw.githubusercontent.com	https://raw.githubusercontent.com/mitre-atlas/atlas-data/main/dist/ATLAS.yaml	200	https://raw.githubusercontent.com/mitre-atlas/atlas-data/main/dist/ATLAS.yaml	text/plain; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	14	url	raw.githubusercontent.com	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/29xxx/CVE-2023-29374.json	200	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/29xxx/CVE-2023-29374.json	text/plain; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	19	url	raw.githubusercontent.com	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2024/37xxx/CVE-2024-37014.json	200	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2024/37xxx/CVE-2024-37014.json	text/plain; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	35	url	airisk.mit.edu	https://airisk.mit.edu/	200	https://airisk.mit.edu/	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	26	url	api.github.com	https://api.github.com/repos/langflow-ai/langflow/issues/1973	200	https://api.github.com/repos/langflow-ai/langflow/issues/1973	application/json; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	27	url	raw.githubusercontent.com	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/37xxx/CVE-2023-37274.json	200	https://raw.githubusercontent.com/CVEProject/cvelistV5/main/cves/2023/37xxx/CVE-2023-37274.json	text/plain; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	36	url	www.doj.nh.gov	https://www.doj.nh.gov/media-center	403	https://www.doj.nh.gov/media-center	text/html	0	Forbidden	single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	23	url	avidml.org	https://avidml.org/	200	https://avidml.org/	text/html; charset=UTF-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	38	url	www.kho.fi	https://www.kho.fi/fi/index/hakutulos.html.stx?q=teko%C3%A4ly%20valitus	200	https://www.kho.fi/fi/index/hakutulos.html.stx?q=teko%C3%A4ly%20valitus	text/html;charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	41	url	www.doj.nh.gov	https://www.doj.nh.gov/news	403	https://www.doj.nh.gov/news	text/html	0	Forbidden	single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	24	url	api.github.com	https://api.github.com/repos/MervinPraison/PraisonAI/security-advisories/GHSA-8g2p-pqm3-fcfh	200	https://api.github.com/repos/MervinPraison/PraisonAI/security-advisories/GHSA-8g2p-pqm3-fcfh	application/json; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	52	url	airisk.mit.edu	https://airisk.mit.edu/risks#Causal-Taxonomy-of-AI-Risks	200	https://airisk.mit.edu/risks#Causal-Taxonomy-of-AI-Risks	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	40	url	incidentdatabase.ai	https://incidentdatabase.ai/cite/1515/	200	https://incidentdatabase.ai/cite/1515/	text/html; charset=UTF-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	44	url	www.kho.fi	https://www.kho.fi/fi/index/hakutulos.html.stx?q=teko%C3%A4ly	200	https://www.kho.fi/fi/index/hakutulos.html.stx?q=teko%C3%A4ly	text/html;charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	39	url	creativecommons.org	https://creativecommons.org/licenses/by/4.0/	200	https://creativecommons.org/licenses/by/4.0/	text/html	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	49	url	news.google.com	https://news.google.com/rss/articles/CBMixwFBVV95cUxNOUFEeG1WV3FIMzFBaVE3T0tSNWNZcFZPeEpicXUxZ0FYSE5FOFhzWmRXYUxNX3ZmUTZ4WGN3ZEJKWl85TVRPMXdsVVNGbEF6RzQ1aGp4NVA0aGlNaFVwYzhrOHE0QjdoaDk3VEZVVkpLSjJvSldhaTl1SDFtX1dSSU40MUxIWW95WjhydlZhckxjY2FzN3ZCcVlkTmR0T29IWXJHZU5UcjlUdHI3SG9Kbm5PSUhrT0d2eXFUMHU3TjNoUFhGaXRJ?oc=5	200	https://news.google.com/rss/articles/CBMixwFBVV95cUxNOUFEeG1WV3FIMzFBaVE3T0tSNWNZcFZPeEpicXUxZ0FYSE5FOFhzWmRXYUxNX3ZmUTZ4WGN3ZEJKWl85TVRPMXdsVVNGbEF6RzQ1aGp4NVA0aGlNaFVwYzhrOHE0QjdoaDk3VEZVVkpLSjJvSldhaTl1SDFtX1dSSU40MUxIWW95WjhydlZhckxjY2FzN3ZCcVlkTmR0T29IWXJHZU5UcjlUdHI3SG9Kbm5PSUhrT0d2eXFUMHU3TjNoUFhGaXRJ?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	42	url	www.doj.nh.gov	https://www.doj.nh.gov/robots.txt	403	https://www.doj.nh.gov/robots.txt	text/html	0	Forbidden	single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	45	url	ai.hel.fi	https://ai.hel.fi/wp-content/uploads/White-Paper.pdf	200	https://ai.hel.fi/wp-content/uploads/White-Paper.pdf	application/pdf	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	37	url	cset.georgetown.edu	https://cset.georgetown.edu/article/understanding-ai-harms-an-overview/	200	https://cset.georgetown.edu/article/understanding-ai-harms-an-overview/	text/html; charset=UTF-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	48	url	atlas.mitre.org	https://atlas.mitre.org/	200	https://atlas.mitre.org/	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	46	url	oecd.ai	https://oecd.ai/en/ai-principles	200	https://oecd.ai/en/ai-principles	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	43	url	oecd.ai	https://oecd.ai/en/incidents/2026-06-05-f373	200	https://oecd.ai/en/incidents/2026-06-05-f373	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	61	url	www.doj.nh.gov	https://www.doj.nh.gov/	403	https://www.doj.nh.gov/	text/html	0	Forbidden	single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	64	url	cset.georgetown.edu	https://cset.georgetown.edu/publication/the-ai-harm-taxonomy/	404	https://cset.georgetown.edu/publication/the-ai-harm-taxonomy/	text/html; charset=UTF-8	0	Not Found	single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	66	url	www.tenderned.nl	https://www.tenderned.nl/aankondigingen/overzicht?zoekterm=gemeente+Amsterdam+Azure	200	https://www.tenderned.nl/aankondigingen/overzicht?zoekterm=gemeente+Amsterdam+Azure	text/html	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	62	url	www.nejm.org	https://www.nejm.org/doi/10.1056/NEJMc2605962	403	https://www.nejm.org/doi/10.1056/NEJMc2605962	text/html; charset=UTF-8	0	Forbidden	single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	47	url	api.github.com	https://api.github.com/repos/langflow-ai/langflow/tags?per_page=20	200	https://api.github.com/repos/langflow-ai/langflow/tags?per_page=20	application/json; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	65	url	news.google.com	https://news.google.com/rss/articles/CBMiQkFVX3lxTE9jV2tTQjBaZFBvTkJKRkJhMnNhdzdUUXQzZ3Z2TndJMHVFRlNuNXdvX3Y1R1VIb3MwYlljWVcwN2tDQQ?oc=5	200	https://news.google.com/rss/articles/CBMiQkFVX3lxTE9jV2tTQjBaZFBvTkJKRkJhMnNhdzdUUXQzZ3Z2TndJMHVFRlNuNXdvX3Y1R1VIb3MwYlljWVcwN2tDQQ?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	50	url	www.doj.nh.gov	https://www.doj.nh.gov/sitemap.xml	403	https://www.doj.nh.gov/sitemap.xml	text/html	0	Forbidden	single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	73	url	www.courtlistener.com	https://www.courtlistener.com/?q=Albert%20Saniger	403	https://www.courtlistener.com/?q=Albert%20Saniger	text/html	0	Forbidden	single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	68	url	www.amsterdam.nl	https://www.amsterdam.nl/zoeken/?zoeken_term=aanbesteding+ChatAmsterdam	403	https://www.amsterdam.nl/zoeken/?zoeken_term=aanbesteding+ChatAmsterdam	text/html; charset=UTF-8	0	Forbidden	single small public status/sample check; no bypass, no legal or factual conclusion
2026-06-07T11:15:45Z	results/dashboard-paper/public-url-retrieval-audit-v0.1.tsv	60	url	news.google.com	https://news.google.com/rss/articles/CBMixgFBVV95cUxPR1dvbk56bE5NdlVhWlVGdUlEbGF2Q1QzYnFkeF85RzN2U20yb25aa2RYaXJzYTRaM0k1WkloVzVWazgzTFZKLW5xM29aWGM5c0podjA4VTdHbkdsQ3poQUhjQ0kxb2NselRLWXhmXy1ZNnlJMU5RZGhqOGFjbTNTbTNzRi0yc0JGY3lzY2NLRWprVUJkVzVzRHRyRDZiT2ZSSFJmXzl1YUpGRTNrelFqeFZiNE44SWt1MU1mRGtpRGlJeW5SRHc?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	200	https://news.google.com/rss/articles/CBMixgFBVV95cUxPR1dvbk56bE5NdlVhWlVGdUlEbGF2Q1QzYnFkeF85RzN2U20yb25aa2RYaXJzYTRaM0k1WkloVzVWazgzTFZKLW5xM29aWGM5c0podjA4VTdHbkdsQ3poQUhjQ0kxb2NselRLWXhmXy1ZNnlJMU5RZGhqOGFjbTNTbTNzRi0yc0JGY3lzY2NLRWprVUJkVzVzRHRyRDZiT2ZSSFJmXzl1YUpGRTNrelFqeFZiNE44SWt1MU1mRGtpRGlJeW5SRHc?oc=5&ucbcb=1&hl=en-US&gl=US&ceid=US:en	text/html; charset=utf-8	2048		single small public status/sample check; no bypass, no legal or factual conclusion
