row_id	signal_id	translation_review_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
TH-00038	LIMEN-SIGNAL-12DFAB428240D351	reject_noise	en	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T050415Z/manuscript.md:18	Tyche Thesis Atlas manuscript markdown abstract	internal manuscript abstract, not an external original-language source locator	internal-method text only; no external source claim	exclude from translation-source promotion
TH-00042	LIMEN-SIGNAL-165B8BF7D9738CEA	translation_source_reviewed	nl/en	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/reports/lanes/dutch-belgian-language-latest.md:58	The Algorithm Register of the Dutch government	lane report provides named source, Dutch-language flag, link, and bounded public-algorithm-register context	source-surface locator only; no register coverage or legal claim	promote only as named source candidate needing original-language content review
TH-00048	LIMEN-SIGNAL-18549A4A31ACBB5A	cross_project_duplicate	es/local English fields	https://www.argentina.gob.ar/tina	Argentina TINA national virtual assistant GAIA record	GAIA records.jsonl row is a derived public-agent artifact with regulatory fields, not a fresh translation source for LIMEN	GAIA record surface only; no deployment/legal inference here	route upstream or deduplicate against GAIA Argentina TINA record
TH-00054	LIMEN-SIGNAL-1A761053A8949FCD	candidate_for_url_extraction	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	snapshot metadata names Brazilian ANPD Portuguese sandbox URL but local fetch failed	source locator only; no sandbox/legal claim	deduplicate with ANPD rows then extract/stage URL
TH-00055	LIMEN-SIGNAL-1B26464259E4F1ED	needs_original_language_source	fr	/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/data/global-agent-atlas-v0.1/sources/language-policy.json:301	France public algorithm registers/CNIL/Etalab trigger	language-policy trigger names a topic but provides no concrete URL or original-language source row	topic lead only; no algorithm-register claim	find concrete French source locator before review
TH-00061	LIMEN-SIGNAL-1D97FEDA55AE0AFF	translation_source_reviewed	en	https://accelerate.ee/experimentation-framework/	Accelerate Estonia Experimentation framework	local source ledger gives URL, language, source family, and bounded note that framework enables regulatory sandboxes but not Article 57 implementation	adjacent-framework context only; no AI Act Article 57 proof	keep as bounded comparator; pair with Estonian legal/regulator source for stronger claims
TH-00063	LIMEN-SIGNAL-1FC388A6BF15CF36	reject_noise	en	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T050159Z/manuscript.md:18	Tyche Thesis Atlas manuscript markdown abstract	internal manuscript abstract, not an external source surface	internal-method text only; no external source claim	exclude from translation-source promotion
TH-00064	LIMEN-SIGNAL-1FD6F2BE7504C7A3	reject_noise	en	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/boost/atlas-boost-076/overclaim-scan.json:51	Atlas overclaim-scan internal text	overclaim scan captures internal manuscript wording, not an external source	internal QA text only; no external source claim	exclude from translation-source promotion
TH-00068	LIMEN-SIGNAL-22D7787DC3CEED9E	translation_source_reviewed	en	https://accelerate.ee/experimentation-framework/	Accelerate Estonia Experimentation framework	staged source ledger gives same URL, language, and bounded adjacent-framework note	adjacent-framework context only; no AI Act Article 57 proof	deduplicate with TH-00061 and retain one bounded source-ledger record
TH-00075	LIMEN-SIGNAL-260FDDA9EF2BB355	translation_source_reviewed	en	https://ico.org.uk/for-organisations/advice-and-services/regulatory-sandbox/	UK ICO Regulatory Sandbox	local source ledger gives regulator URL, access date, language, HTTP 200, and non-AI-Act comparator use	data-protection sandbox comparator only; no AI Act implementation claim	retain as English comparator source with bounded use note
TH-00089	LIMEN-SIGNAL-2FBCABA4A642B95E	cross_project_duplicate	es/local English paraphrase	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/daily/gaia-foreign-language-digest-latest.json:4055	UN Guatemala Spanish AI Sprint page via GAIA digest	GAIA digest paraphrase is derived governance-radar context, not a LIMEN original-source review result	GAIA governance-radar context only; no named-agent or regulatory claim	route upstream/deduplicate with GAIA Spanish digest source
TH-00092	LIMEN-SIGNAL-3055336482D36F2C	translation_source_reviewed	en/multilingual portal	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/verification/p0-source-packs/raw/verify-gdpr-data-governance-evidence/b70dd85399aee628.txt:1	EUR-Lex GDPR Regulation 2016/679 EN page	local raw EUR-Lex capture is an English legal source page with multilingual portal chrome; not Russian/German evidence	source-surface only; no GDPR legal interpretation	use only as English EUR-Lex locator or requeue with actual target-language text if needed
TH-00104	LIMEN-SIGNAL-34F19B81CEEB4934	cross_project_duplicate	en	https://egov-ai.e.gov.ph/developers/chat-ai	Chat AI / eGovAI API	GAIA fact row restates archived eGovAI developer-document evidence as issue-spotting hook	GAIA issue-spotting/source-surface only; no automated-decision claim	deduplicate with other GAIA eGovAI rows
TH-00107	LIMEN-SIGNAL-373D417D0018772B	cross_project_duplicate	en	https://egov-ai.e.gov.ph/developers/chat-ai	Chat AI / eGovAI API	release copy of GAIA eGovAI fact duplicates the same developer-page source claim	GAIA source-surface only; no automated-decision claim	deduplicate with TH-00003/TH-00104 and route upstream
TH-00110	LIMEN-SIGNAL-395FE9BC986E9B5D	needs_original_language_source	ar	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/seeds/hermes-v02-expansion-seeds.json:596	Arabic regulatory sandbox seed	seed entry says to find Arabic-language sandbox material but gives no concrete source URL at the reviewed line	seed/topic only; no source claim	find concrete Arabic URL/source before translation review
TH-00111	LIMEN-SIGNAL-39EDC7791DEB63BD	cross_project_duplicate	es/local English fields	https://www.argentina.gob.ar/tina	Argentina TINA national virtual assistant GAIA record	active-lane GAIA records.jsonl row duplicates Argentina TINA artifact rather than original source evidence	GAIA record surface only; no deployment/legal inference here	deduplicate with TH-00048 and route upstream
TH-00116	LIMEN-SIGNAL-3B8B05F1B6A1C2B9	candidate_for_url_extraction	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	local lane record names ANPD Portuguese sandbox URL but content was not fetched	source locator only; no sandbox/legal claim	deduplicate with ANPD rows then extract/stage URL
TH-00125	LIMEN-SIGNAL-41448F5417C018A8	translation_source_reviewed	en/multilingual portal	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604T114556Z/analysis/verification/p0-source-packs/raw/verify-gdpr-data-governance-evidence/b70dd85399aee628.txt:1	EUR-Lex GDPR Regulation 2016/679 EN page	snapshot raw EUR-Lex capture duplicates English GDPR page with multilingual portal chrome; not Russian/German evidence	source-surface only; no GDPR legal interpretation	deduplicate with TH-00092 or requeue with actual target-language source
TH-00134	LIMEN-SIGNAL-443DA798D860B8BC	cross_project_duplicate	es/local English summary	/srv/tyche/gaia/tyche-research-vault/papers/global-agent-atlas/daily/gaia-foreign-language-digest-latest.json:4038	UN Guatemala Spanish AI Sprint page via GAIA digest	GAIA digest English summary is derived and human-review-needed; route upstream rather than promote in LIMEN	GAIA governance-radar context only; no named-agent or regulatory claim	deduplicate with TH-00089 and review upstream Spanish source if needed
