view_id	view_title	scope	row_dimension	row_key	column_dimension	column_key	cell_count	member_ids	safe_reading	paper_thesis_use	dashboard_hook	blocking_note	access_date
SEC-OBS-002	Mechanism family by interoperability state	live_case_rows_only	mechanism_family	memory_state_contamination	interoperability_state	no_external_join_visible	1	LIMEN-000008	mechanism_family=memory_state_contamination and interoperability_state=no_external_join_visible currently intersect in 1 row(s) in the live shard-004 package.	Comparator asymmetry heatmap showing which mechanism families have exact joins versus taxonomy-only context.	security_observatory_cells; view=mechanism_x_interoperability	Framework joins and taxonomy mappings are not equivalent to exact external incident identity.	2026-06-08
SEC-OBS-002	Mechanism family by interoperability state	live_case_rows_only	mechanism_family	supply_chain_or_plugin_extension	interoperability_state	exact_avid_join_present	1	LIMEN-000016	mechanism_family=supply_chain_or_plugin_extension and interoperability_state=exact_avid_join_present currently intersect in 1 row(s) in the live shard-004 package.	Comparator asymmetry heatmap showing which mechanism families have exact joins versus taxonomy-only context.	security_observatory_cells; view=mechanism_x_interoperability	Framework joins and taxonomy mappings are not equivalent to exact external incident identity.	2026-06-08
SEC-OBS-002	Mechanism family by interoperability state	live_case_rows_only	mechanism_family	supply_chain_or_plugin_extension	interoperability_state	no_external_join_visible	1	LIMEN-000012	mechanism_family=supply_chain_or_plugin_extension and interoperability_state=no_external_join_visible currently intersect in 1 row(s) in the live shard-004 package.	Comparator asymmetry heatmap showing which mechanism families have exact joins versus taxonomy-only context.	security_observatory_cells; view=mechanism_x_interoperability	Framework joins and taxonomy mappings are not equivalent to exact external incident identity.	2026-06-08
SEC-OBS-002	Mechanism family by interoperability state	live_case_rows_only	mechanism_family	unsafe_code_execution	interoperability_state	exact_avid_join_present	1	LIMEN-000002	mechanism_family=unsafe_code_execution and interoperability_state=exact_avid_join_present currently intersect in 1 row(s) in the live shard-004 package.	Comparator asymmetry heatmap showing which mechanism families have exact joins versus taxonomy-only context.	security_observatory_cells; view=mechanism_x_interoperability	Framework joins and taxonomy mappings are not equivalent to exact external incident identity.	2026-06-08
SEC-OBS-002	Mechanism family by interoperability state	live_case_rows_only	mechanism_family	unsafe_code_execution	interoperability_state	indirect_atlas_context_only	1	LIMEN-000001	mechanism_family=unsafe_code_execution and interoperability_state=indirect_atlas_context_only currently intersect in 1 row(s) in the live shard-004 package.	Comparator asymmetry heatmap showing which mechanism families have exact joins versus taxonomy-only context.	security_observatory_cells; view=mechanism_x_interoperability	Framework joins and taxonomy mappings are not equivalent to exact external incident identity.	2026-06-08
SEC-OBS-002	Mechanism family by interoperability state	live_case_rows_only	mechanism_family	unsafe_code_execution	interoperability_state	technique_context_only	2	LIMEN-000006; LIMEN-000007	mechanism_family=unsafe_code_execution and interoperability_state=technique_context_only currently intersect in 2 row(s) in the live shard-004 package.	Comparator asymmetry heatmap showing which mechanism families have exact joins versus taxonomy-only context.	security_observatory_cells; view=mechanism_x_interoperability	Framework joins and taxonomy mappings are not equivalent to exact external incident identity.	2026-06-08
SEC-OBS-003	Authority family by publication bucket	live_case_rows_only	authority_family	independent_lab_source_qualified_fix	publication_bucket	2_appendix_supporting_results	2	LIMEN-000006; LIMEN-000007	authority_family=independent_lab_source_qualified_fix and publication_bucket=2_appendix_supporting_results currently intersect in 2 row(s) in the live shard-004 package.	Reviewer-facing table on how notice depth and source authority shape editorial routing.	security_observatory_cells; view=authority_x_publication_bucket	Editorial routing and authority shape are package-control signals, not severity or prevalence rankings.	2026-06-08
SEC-OBS-003	Authority family by publication bucket	live_case_rows_only	authority_family	third_party_coordination_plus_cve_linked_vendor_fix	publication_bucket	2_appendix_supporting_results	2	LIMEN-000004; LIMEN-000005	authority_family=third_party_coordination_plus_cve_linked_vendor_fix and publication_bucket=2_appendix_supporting_results currently intersect in 2 row(s) in the live shard-004 package.	Reviewer-facing table on how notice depth and source authority shape editorial routing.	security_observatory_cells; view=authority_x_publication_bucket	Editorial routing and authority shape are package-control signals, not severity or prevalence rankings.	2026-06-08
SEC-OBS-003	Authority family by publication bucket	live_case_rows_only	authority_family	vendor_advisory_exact_fix_visible	publication_bucket	1_core_results	3	LIMEN-000001; LIMEN-000003; LIMEN-000008	authority_family=vendor_advisory_exact_fix_visible and publication_bucket=1_core_results currently intersect in 3 row(s) in the live shard-004 package.	Reviewer-facing table on how notice depth and source authority shape editorial routing.	security_observatory_cells; view=authority_x_publication_bucket	Editorial routing and authority shape are package-control signals, not severity or prevalence rankings.	2026-06-08
SEC-OBS-003	Authority family by publication bucket	live_case_rows_only	authority_family	vendor_advisory_exact_fix_visible	publication_bucket	2_appendix_supporting_results	3	LIMEN-000002; LIMEN-000009; LIMEN-000016	authority_family=vendor_advisory_exact_fix_visible and publication_bucket=2_appendix_supporting_results currently intersect in 3 row(s) in the live shard-004 package.	Reviewer-facing table on how notice depth and source authority shape editorial routing.	security_observatory_cells; view=authority_x_publication_bucket	Editorial routing and authority shape are package-control signals, not severity or prevalence rankings.	2026-06-08
SEC-OBS-003	Authority family by publication bucket	live_case_rows_only	authority_family	vulnerability_record_plus_independent_registry_cluster_plus_vendor_release_note	publication_bucket	2_appendix_supporting_results	1	LIMEN-000012	authority_family=vulnerability_record_plus_independent_registry_cluster_plus_vendor_release_note and publication_bucket=2_appendix_supporting_results currently intersect in 1 row(s) in the live shard-004 package.	Reviewer-facing table on how notice depth and source authority shape editorial routing.	security_observatory_cells; view=authority_x_publication_bucket	Editorial routing and authority shape are package-control signals, not severity or prevalence rankings.	2026-06-08
SEC-OBS-004	Publication bucket by fix-visibility state	including_gap_rows	publication_bucket	0_gap_only	fix_visibility_state	none	1	GAP-peer_reviewed_security_case_support	publication_bucket=0_gap_only and fix_visibility_state=none currently intersect in 1 row(s) in the live shard-004 package.	Table 6 companion on whether routed rows have exact fixes, partial release-note signals, or unresolved notice gaps.	security_observatory_cells; view=publication_bucket_x_fix_visibility	Includes explicit gap controls where present; do not read gap rows as incident prevalence.	2026-06-08
SEC-OBS-004	Publication bucket by fix-visibility state	including_gap_rows	publication_bucket	1_core_results	fix_visibility_state	exact_fix_visible	3	LIMEN-000001; LIMEN-000003; LIMEN-000008	publication_bucket=1_core_results and fix_visibility_state=exact_fix_visible currently intersect in 3 row(s) in the live shard-004 package.	Table 6 companion on whether routed rows have exact fixes, partial release-note signals, or unresolved notice gaps.	security_observatory_cells; view=publication_bucket_x_fix_visibility	Fix visibility is a source-shape measure, not proof of deployment, exploitation, or real-world harm.	2026-06-08
SEC-OBS-004	Publication bucket by fix-visibility state	including_gap_rows	publication_bucket	2_appendix_supporting_results	fix_visibility_state	exact_fix_visible	5	LIMEN-000002; LIMEN-000004; LIMEN-000005; LIMEN-000009; LIMEN-000016	publication_bucket=2_appendix_supporting_results and fix_visibility_state=exact_fix_visible currently intersect in 5 row(s) in the live shard-004 package.	Table 6 companion on whether routed rows have exact fixes, partial release-note signals, or unresolved notice gaps.	security_observatory_cells; view=publication_bucket_x_fix_visibility	Fix visibility is a source-shape measure, not proof of deployment, exploitation, or real-world harm.	2026-06-08
SEC-OBS-004	Publication bucket by fix-visibility state	including_gap_rows	publication_bucket	2_appendix_supporting_results	fix_visibility_state	release_note_signal_only	1	LIMEN-000012	publication_bucket=2_appendix_supporting_results and fix_visibility_state=release_note_signal_only currently intersect in 1 row(s) in the live shard-004 package.	Table 6 companion on whether routed rows have exact fixes, partial release-note signals, or unresolved notice gaps.	security_observatory_cells; view=publication_bucket_x_fix_visibility	Fix visibility is a source-shape measure, not proof of deployment, exploitation, or real-world harm.	2026-06-08
SEC-OBS-004	Publication bucket by fix-visibility state	including_gap_rows	publication_bucket	2_appendix_supporting_results	fix_visibility_state	source_qualified_only	2	LIMEN-000006; LIMEN-000007	publication_bucket=2_appendix_supporting_results and fix_visibility_state=source_qualified_only currently intersect in 2 row(s) in the live shard-004 package.	Table 6 companion on whether routed rows have exact fixes, partial release-note signals, or unresolved notice gaps.	security_observatory_cells; view=publication_bucket_x_fix_visibility	Fix visibility is a source-shape measure, not proof of deployment, exploitation, or real-world harm.	2026-06-08
