case_id	cve_id	record_status	evidence_tier	title	primary_source_id	primary_source_url	access_date	language	jurisdiction	ai_system_type	autonomy_level	impact_surface	limen_categories	mitre_atlas_mapping	avid_mapping	owasp_llm_agentic_mapping	severity	mitigation_or_response	paper_use_note	verification_gap
LIMEN-WEB3-011		U.S. District Court D. Idaho; 9th Circui	T3_authoritative_source	Idaho Medicaid benefit-cut algorithm (K.W. v. Armstrong)	U.S. District Court D. Idaho; 9th Circuit | 9th Cir. 5 June 2015; D. Idaho due-process decision 29 Mar 2016	https://law.justia.com/cases/federal/appellate-courts/ca9/14-35296/14-35296-2015-06-05.html	2026-06-14		United States (Idaho)	automated Medicaid budget-calculation tool		legal/regulatory/algorithmic	public_sector_misuse_or_gap						A US federal court held Idaho's secret budget-calculation formula for Medicaid disability assistance arbitrarily deprived participants of property without due process and ordered it disclosed with safeguards.	Tool was a statistical formula not a learned ML model; rulings turned on due-process/transparency, not bias.
LIMEN-WEB3-012		U.S. District Court S.D. Texas	T3_authoritative_source	Houston (HISD) EVAAS teacher value-added evaluation algorithm	U.S. District Court S.D. Texas | Houston Fed'n of Teachers v. HISD, 251 F.Supp.3d 1168 (S.D. Tex. 2017); settled Oct 2017	https://law.justia.com/cases/federal/district-courts/texas/txsdce/4:2014cv01189/1174554/	2026-06-14		United States (Texas)	proprietary value-added teacher-scoring model (EVAAS)		legal/regulatory/algorithmic	public_sector_misuse_or_gap						A US federal court held that using secret, unverifiable EVAAS value-added scores to terminate Houston teachers raised a viable procedural-due-process claim; the district then abandoned the practice in settlement.	Denial of summary judgment (claim survived), not a final merits finding; resolved by settlement.
LIMEN-WEB3-013		Tribunal Supremo; Audiencia Nacional	T3_authoritative_source	Spain BOSCO energy-subsidy eligibility algorithm transparency case	Tribunal Supremo; Audiencia Nacional | Supreme Court ruling Sept 2025 ordering source-code release, reversing Audiencia Nacional 30 Apr 2024	https://civio.es/novedades/2025/09/18/civio-pulls-back-the-curtain-on-public-algorithms-spains-supreme-court-orders-the-government-to-release-boscos-source-code/	2026-06-14		Spain	eligibility-determination algorithm for the electricity social bonus		legal/regulatory/algorithmic	public_sector_misuse_or_gap						After BOSCO wrongly denied energy-bill subsidies, Spain's Supreme Court ruled in 2025 that the government must disclose the algorithm's source code, a public-algorithm transparency precedent.	Concerns transparency/source-code access, not a finding that BOSCO's outputs were unlawful; exact Sept 2025 day varies across reports.
LIMEN-WEB3-014		NTSB; Maricopa County Superior Court	T3_authoritative_source	Uber ATG self-driving fatality (Elaine Herzberg, Tempe AZ)	NTSB; Maricopa County Superior Court | NTSB report HAR-19/03 adopted 19 Nov 2019; safety driver guilty plea 28 July 2023	https://www.ntsb.gov/investigations/AccidentReports/Reports/HAR1903.pdf	2026-06-14		United States	autonomous_vehicle		legal/regulatory/algorithmic	agentic_control_failure						NTSB found the automated driving system failed to classify the pedestrian and brake while the inattentive safety driver failed to intervene, in the first pedestrian fatality involving a self-driving test vehicle.	NTSB assigned primary cause to the safety driver's distraction and Uber's safety culture; the corporation was not criminally charged.
LIMEN-WEB3-015		California DMV; CPUC; NHTSA; U.S. DOJ	T3_authoritative_source	Cruise (GM) robotaxi pedestrian-dragging incident, San Francisco	California DMV; CPUC; NHTSA; U.S. DOJ | Incident 2 Oct 2023; DMV permit suspension 24 Oct 2023; NHTSA $1.5M penalty 30 Sept 2024; DOJ $500K fine	https://www.dmv.ca.gov/portal/news-and-media/dmv-statement-on-cruise-llc-suspension/	2026-06-14		United States	autonomous_vehicle		legal/regulatory/algorithmic	agentic_control_failure						A Cruise driverless vehicle dragged a pedestrian ~20 feet after a secondary maneuver, and the company later admitted omitting the dragging from regulator reports, drawing multiple penalties.	The pedestrian was first struck by a separate human-driven car; penalties focus heavily on Cruise's false reporting.
LIMEN-WEB3-016		U.S. District Court, S.D. Florida (feder	T2_contested_or_interim	Tesla Autopilot fatal-crash civil verdict (Benavides v. Tesla, FL)	U.S. District Court, S.D. Florida (federal jury) | Verdict 1 Aug 2025 finding Tesla 33% liable, ~$243M; verdict upheld Feb 2026, on appeal	https://www.nbcnews.com/news/us-news/tesla-autopilot-crash-trial-verdict-partly-liable-rcna222344	2026-06-14		United States	autonomous_vehicle		legal/regulatory/algorithmic	agentic_control_failure						A federal jury found Tesla's Autopilot design partly responsible for a fatal crash, the first US wrongful-death verdict tying liability to Autopilot operation.	Apportioned only 33% fault to Tesla (driver primarily at fault); Tesla is appealing, so liability is contested.
LIMEN-WEB3-017		NHTSA	T3_authoritative_source	Tesla Autopilot/Autosteer NHTSA recall (2M+ vehicles)	NHTSA | Recall 23V-838 announced 13 Dec 2023 (~2.03M vehicles)	https://www.npr.org/2023/12/13/1219008292/tesla-recall-2-million-autopilot	2026-06-14		United States	autonomous_vehicle		legal/regulatory/algorithmic	agentic_control_failure						NHTSA determined Autopilot's driver-monitoring safeguards were insufficient to prevent foreseeable misuse, forcing Tesla's largest-ever recall and an over-the-air fix.	Remedy was a software/warning update; NHTSA kept the investigation open to assess efficacy.
LIMEN-WEB3-018		NHTSA Office of Defects Investigation	T2_contested_or_interim	Tesla Full Self-Driving (FSD) reduced-visibility NHTSA investigation	NHTSA Office of Defects Investigation | Preliminary Evaluation opened 17 Oct 2024 (incl. 1 pedestrian fatality); upgraded to Engineering Analysis Mar 2026	https://www.nbcnews.com/tech/tech-news/tesla-faces-nhtsa-investigation-full-self-driving-fatal-collision-rcna176078	2026-06-14		United States	autonomous_vehicle		legal/regulatory/algorithmic	agentic_control_failure						NHTSA is investigating Tesla FSD crashes in low-visibility conditions including a pedestrian death, citing camera-degradation detection/warning failures.	Open Engineering Analysis; no recall or final defect finding yet.
LIMEN-WEB3-019		NHTSA Office of Defects Investigation	T2_contested_or_interim	Tesla 'phantom braking' NHTSA investigation	NHTSA Office of Defects Investigation | Preliminary Evaluation PE22-002 opened Feb 2022 (~416,000 vehicles)	https://www.autonews.com/regulation-safety/nhtsa-opens-safety-probe-416000-teslas-phantom-braking/	2026-06-14		United States	autonomous_vehicle		legal/regulatory/algorithmic	agentic_control_failure						NHTSA opened a formal probe into unexpected, unwarranted automatic braking by Tesla driver-assistance systems at highway speeds.	Complaint-driven preliminary evaluation; no confirmed fatalities, recall, or final defect determination.
LIMEN-WEB3-020		NHTSA	T3_authoritative_source	Waymo 5th-gen ADS barrier-collision recall	NHTSA | Recall 25E-034 (May 2025), 1,212 vehicles; followed a 2024 preliminary evaluation	https://static.nhtsa.gov/odi/rcl/2025/RCLRPT-25E034-2471.PDF	2026-06-14		United States	autonomous_vehicle		legal/regulatory/algorithmic	agentic_control_failure						Waymo recalled software after its driverless vehicles repeatedly collided with stationary/semi-stationary roadway barriers under an open NHTSA investigation.	No injuries reported; a software fix was deployed before the formal recall (property-damage/defect case).
LIMEN-WEB3-021		South Gyeongsang Provincial Police inves	T2_contested_or_interim	South Korea industrial robot crushes inspection worker	South Gyeongsang Provincial Police investigation | Incident 7 Nov 2023 (robot misidentified worker as a box)	https://www.nbcnews.com/news/world/robot-crushes-worker-death-south-korea-vegetable-packing-plant-rcna124356	2026-06-14		South Korea	robotics (machine vision palletizer)		legal/regulatory/algorithmic	agentic_control_failure						A palletizing robot apparently failed to distinguish a human worker from the produce boxes it was handling and fatally crushed him during a sensor inspection.	Early police evidence pointed toward human error/procedure as much as robot defect; no final determination reflected.
LIMEN-WEB3-022		New York State Department of Financial S	T3_authoritative_source	Apple Card / Goldman Sachs gender-bias credit-limit investigation	New York State Department of Financial Services (DFS) | DFS investigation report, 23 Mar 2021	https://www.dfs.ny.gov/system/files/documents/2021/03/rpt_202103_apple_card_investigation.pdf	2026-06-14		United States (New York)	algorithmic credit-card underwriting / credit-limit model		legal/regulatory/algorithmic	finance_insurance_or_market						After viral gender-bias allegations, NY DFS found no evidence of unlawful sex-based discrimination in Apple Card underwriting but criticized transparency and customer-service deficiencies.	DFS cleared the program, so this is a documented non-finding of discrimination rather than a confirmed bias case.
LIMEN-WEB3-023		Supreme Court of Wisconsin	T3_authoritative_source	State v. Loomis (COMPAS risk-assessment at sentencing)	Supreme Court of Wisconsin | 2016 WI 68, decided 13 July 2016	https://www.wicourts.gov/sc/opinion/DisplayDocument.pdf?content=pdf&seqNo=171690	2026-06-14		United States (Wisconsin)	proprietary recidivism risk-assessment (COMPAS)		legal/regulatory/algorithmic	surveillance_biometrics_or_policing						The Wisconsin Supreme Court upheld use of COMPAS at sentencing against a due-process challenge but imposed limits and required cautionary warnings about its proprietary, group-based nature.	Ruling permitted the tool rather than finding it biased; ProPublica-style bias claims were not adjudicated as fact.
LIMEN-WEB3-024		Arkansas Supreme Court; Pulaski County C	T3_authoritative_source	Ark. Dep't of Human Servs. v. Ledgerwood (Arkansas Medicaid ARChoices algorithm)	Arkansas Supreme Court; Pulaski County Circuit Court | 530 S.W.3d 336 (2017); rule invalidated/enjoined 2018	https://case-law.vlex.com/vid/ark-dep-t-of-894108726	2026-06-14		United States (Arkansas)	algorithmic home-care-hours allocation tool		legal/regulatory/algorithmic	public_sector_misuse_or_gap						Arkansas state courts invalidated/enjoined the algorithmic ARChoices hours-allocation rule for failing rulemaking/notice requirements, after cuts averaging ~43% of attendant-care hours.	Decided on administrative-procedure/notice grounds, not a holding that the algorithm was statistically biased.
LIMEN-WEB3-025		Consumer Financial Protection Bureau (CF	T3_authoritative_source	CFPB action against Hello Digit (faulty automated savings algorithm)	Consumer Financial Protection Bureau (CFPB) | Consent order 10 Aug 2022; $2.7M penalty	https://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-hello-digit-for-lying-to-consumers-about-its-automated-savings-algorithm/	2026-06-14		United States	automated personal-savings/cash-flow algorithm		legal/regulatory/algorithmic	finance_insurance_or_market						CFPB found Digit's automated savings algorithm deceptively caused consumer overdrafts despite a no-overdraft guarantee and kept interest, imposing a $2.7M penalty plus restitution.	UDAAP/deception enforcement over a faulty algorithm, not a discrimination/fair-lending finding.
LIMEN-WEB3-026		General Court of the EU / CJEU	T3_authoritative_source	iBorderCtrl AI 'lie detector' transparency ruling	General Court of the EU / CJEU | T-158/19, 15 Dec 2021; upheld C-135/22 P, 7 Sept 2023	https://curia.europa.eu/juris/liste.jsf?num=T-158/19	2026-06-14		European Union	biometric video deception-detection / emotion recognition		legal/regulatory/algorithmic	surveillance_biometrics_or_policing						The EU courts ordered partial disclosure of documents on the ethics and legality of the iBorderCtrl AI deception-detection research, recognizing a public interest in oversight of such surveillance tech.	A freedom-of-information/transparency decision about a research project, not a finding the system was discriminatory or deployed at scale.
LIMEN-WEB3-027		Office of the Privacy Commissioner of Ca	T3_authoritative_source	OPC Canada joint finding: Clearview AI scraping violated PIPEDA	Office of the Privacy Commissioner of Canada (+ QC/BC/AB) | PIPEDA Findings #2021-001, 2 Feb 2021	https://www.priv.gc.ca/en/opc-actions-and-decisions/investigations/investigations-into-businesses/2021/pipeda-2021-001/	2026-06-14		Canada	facial-recognition image scraping / biometric matching		legal/regulatory/algorithmic	surveillance_biometrics_or_policing						Four Canadian privacy regulators jointly concluded Clearview's mass scraping and biometric templating of faces without consent breached PIPEDA and provincial laws.	Finding with recommendations rather than a fine; OPC lacked direct order-making power at the time and Clearview contested applicability.
LIMEN-WEB3-028		Office of the Australian Information Com	T3_authoritative_source	OAIC Australia determination: Clearview AI breached the Privacy Act 1988	Office of the Australian Information Commissioner | Commissioner-initiated determination, 14 Oct 2021	https://www.oaic.gov.au/updates/news-and-media/clearview-ai-breached-australians-privacy	2026-06-14		Australia	facial-recognition image scraping / biometric matching		legal/regulatory/algorithmic	surveillance_biometrics_or_policing						OAIC formally determined Clearview breached several Australian Privacy Principles and ordered it to cease collection and destroy Australians' images and biometric templates.	OAIC discontinued further enforcement against Clearview in Aug 2024, leaving destruction-order compliance unverified.
LIMEN-WEB3-029		Beijing Internet Court	T3_authoritative_source	Beijing Internet Court: AI-generated image qualifies for copyright protection	Beijing Internet Court | Li v. Liu judgment, 27 Nov 2023	https://www.chinaiplawupdate.com/2023/11/beijing-internet-court-recognizes-copyright-in-ai-generated-images/	2026-06-14		China	text-to-image generative model		legal/regulatory/algorithmic	normative_or_moral_outlier						The court held a Stable-Diffusion image reflecting the user's prompt selection and parameter tuning met the originality threshold and was copyrightable, ordering apology plus RMB 500.	First-instance Internet Court ruling on specific facts; not binding nationwide precedent.
LIMEN-WEB3-030		Beijing Internet Court	T3_authoritative_source	Beijing Internet Court: unauthorized AI voice cloning infringes personality rights	Beijing Internet Court | Yin v. defendants judgment, 23 Apr 2024	https://english.bjinternetcourt.gov.cn/2024-04/24/c_706.htm	2026-06-14		China	AI voice cloning / text-to-speech		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						China's first AI-voice case held that training a voice generator on a dubber's recordings and selling the synthetic voice without consent infringed her personality rights, awarding RMB 250,000.	First-instance judgment; downstream defendants who unknowingly used the product escaped liability.
LIMEN-WEB3-031		Guangzhou Internet Court	T3_authoritative_source	Guangzhou Internet Court: generative-AI provider liable for infringing Ultraman outputs	Guangzhou Internet Court | SCLA v. AIGC platform judgment, Feb 2024	https://www.twobirds.com/en/insights/2024/china/liability-of-ai-service-providers-for-copyright-infringement	2026-06-14		China	generative AI image platform		legal/regulatory/algorithmic	normative_or_moral_outlier						In a first AIGC-platform infringement ruling, the court found an AI image service liable when prompts produced Ultraman-like images, awarding RMB 10,000 and imposing duty-of-care obligations.	First-instance ruling against one platform; the 'reasonable care' duty scope is untested on appeal.
LIMEN-WEB3-032		Beijing Internet Court	T3_authoritative_source	Beijing Internet Court: AI face-swapping app infringed personal-information rights	Beijing Internet Court | Models v. face-swap app operator judgment, 20 June 2024	https://www.taylorwessing.com/en/insights-and-events/insights/2024/08/beijing-internet-court	2026-06-14		China	AI face-swapping / deepfake template generation		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						The court held that using individuals' videos to build paid face-swap templates without consent infringed their personal-information rights.	First-instance ruling drawing a fine portrait-rights vs personal-information-rights distinction; not appellate.
LIMEN-WEB3-033		Personal Information Protection Commissi	T2_contested_or_interim	PPC Japan administrative guidance to OpenAI on ChatGPT data handling	Personal Information Protection Commission (PPC) | Administrative guidance to OpenAI, June 2023	https://www.dataguidance.com/news/japan-ppc-issues-administrative-guidance-openai	2026-06-14		Japan	large language model / generative AI chatbot		legal/regulatory/algorithmic	data_protection_enforcement						Japan's PPC issued formal administrative guidance directing OpenAI not to collect sensitive personal data for training without consent and to minimize collection.	Administrative guidance is non-binding (no penalty/order).
LIMEN-WEB3-034		Personal Data Protection Commission	T3_authoritative_source	PDPC Singapore: AI/algorithmic evaluative outputs within Access Obligation exception	Personal Data Protection Commission | [Applicant] v. HSBC Bank (Singapore), [2021] SGPDPC 3	https://www.pdpc.gov.sg/commissions-decisions	2026-06-14		Singapore	AI/algorithmic credit-decision system		legal/regulatory/algorithmic	finance_insurance_or_market						The PDPC ruled a bank could withhold opinion data generated by AI/algorithmic systems in a declined credit-card decision under the PDPA's evaluative-purpose exception.	Decision favored the organisation and concerned access rights, not a finding of AI harm or a penalty.
LIMEN-WEB3-035		ASIC / Commonwealth DPP	T2_contested_or_interim	ASIC Australia: former Metigy CEO pleaded guilty over false 'AI' company claims	ASIC / Commonwealth DPP | Charges 18 Nov 2024 (24-248MR); guilty plea Sept 2025 (25-263MR)	https://www.asic.gov.au/about-asic/news-centre/find-a-media-release/2025-releases/25-263mr-former-ceo-of-ai-marketing-company-metigy-pleads-guilty-to-misleading-investors-and-dishonestly-using-his-position/	2026-06-14		Australia	purported AI-driven marketing software platform		legal/regulatory/algorithmic	ai_washing_or_false_ai_claim						The CEO of AI-marketing startup Metigy pleaded guilty to making false/misleading statements to investors (revenue ~AUD 43,000 vs claims backing ~AUD 39M raised).	Guilty plea to misleading-statements/dishonesty broadly; sentencing pending and charges centre on financials. | VERIFIED: charge/first appearance 8 Nov 2024; guilty plea announced 4 Nov 2025 (anchor dates off).
LIMEN-WEB3-036		High Court of Delhi	T3_authoritative_source	Delhi High Court: John Doe injunction protecting Anil Kapoor against AI deepfakes	High Court of Delhi | Anil Kapoor v. Simply Life India, interim order 20 Sept 2023	https://www.medianama.com/2023/09/223-delhi-hc-unauthorised-use-anil-kapoor-name-voice/	2026-06-14		India	generative AI deepfakes / face-morphing / voice cloning		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						The Delhi High Court granted an omnibus injunction restraining entities from using AI, face-morphing or voice tools to exploit the actor's name, likeness and voice for commercial gain.	Interim/interlocutory protective order granted ex parte, not a final merits judgment.
LIMEN-WEB3-037		Corte Constitucional de Colombia	T3_authoritative_source	Colombian Constitutional Court T-323/24 reviews judicial ChatGPT use and due-process criteria	Corte Constitucional de Colombia | Sentencia T-323 de 2024, 2024-08-02	https://www.corteconstitucional.gov.co/relatoria/2024/T-323-24.htm	2026-06-16	es	Colombia	generative AI used in judicial drafting		legal/regulatory/algorithmic	legal_procedural_contamination;public_sector_misuse_or_gap;normative_or_moral_outlier						Official judgment T-323/24 reviewed a tutela matter where the second-instance judge used ChatGPT 3.5 and discussed due-process criteria for judicial use of AI tools.	Claim ceiling: do not state that AI decided the case, that AI use alone violated due process, or that the ruling proves prevalence or legality/illegality of AI use in Colombian courts.
LIMEN-WEB3-038		Government of Kenya / High Court of Keny	T3_authoritative_source	Kenya: government suspension and High Court ruling against Worldcoin iris collection	Government of Kenya / High Court of Kenya | Govt suspension Aug 2023; High Court ruling 5 May 2025	https://tech-ish.com/2025/05/05/worldcoin-high-court-ruling-kenya/	2026-06-14		Kenya	iris-scanning biometric proof-of-personhood		legal/regulatory/algorithmic	surveillance_biometrics_or_policing						After suspending Worldcoin in 2023, the Kenya High Court ruled its iris-biometric collection unlawful under Kenyan data-protection law and ordered deletion of all collected biometric data.	2023 step was an executive suspension; binding illegality finding came via the 2025 court ruling.
LIMEN-WEB3-039		Autoridade Nacional de Protecao de Dados	T2_contested_or_interim	ANPD Brazil: suspension of Worldcoin biometric-for-crypto collection	Autoridade Nacional de Protecao de Dados (ANPD) | Preventive suspension Jan 2025; appeal rejected Feb 2025	https://www.biometricupdate.com/202501/brazil-bans-tfh-from-offering-compensation-for-biometric-data	2026-06-14		Brazil	iris-scanning biometric proof-of-personhood		legal/regulatory/algorithmic	data_protection_enforcement						ANPD ordered Tools for Humanity to stop offering crypto compensation for iris/biometric data, holding financial incentives could vitiate free, informed consent, with daily fines for non-compliance.	Preventive/administrative measure (upheld on appeal) rather than a final adjudicated penalty.
