as_of_utc	cluster_id	check_id	status
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000004	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000005	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000005	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000005	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000005	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000005	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000006	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000006	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000006	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000006	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000006	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000007	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000007	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000007	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000007	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000007	member_case_ids_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-001	evidence_tier_format	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-001	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-001	language_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-001	updated_at_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-001	member_case_ids_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-003	evidence_tier_format	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-003	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-003	language_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-003	updated_at_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-003	member_case_ids_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-004	evidence_tier_format	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-004	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-004	language_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-004	updated_at_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-004	member_case_ids_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-005	evidence_tier_format	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-005	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-005	language_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-005	updated_at_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-005	member_case_ids_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-006	evidence_tier_format	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-006	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-006	language_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-006	updated_at_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LMWCS-20260606-006	member_case_ids_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-SEC-DELPHIA-20260318	evidence_tier_format	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-SEC-DELPHIA-20260318	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-SEC-DELPHIA-20260318	language_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-SEC-DELPHIA-20260318	updated_at_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-SEC-DELPHIA-20260318	member_case_ids_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-SEC-GP-20260318	evidence_tier_format	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-SEC-GP-20260318	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-SEC-GP-20260318	language_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-SEC-GP-20260318	updated_at_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-SEC-GP-20260318	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CODEEXEC-001	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CODEEXEC-001	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CODEEXEC-001	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CODEEXEC-001	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CODEEXEC-001	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CODEEXEC-002	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CODEEXEC-002	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CODEEXEC-002	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CODEEXEC-002	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CODEEXEC-002	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CREWAI-001	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CREWAI-001	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CREWAI-001	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CREWAI-001	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-CREWAI-001	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-ICO-001	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-ICO-001	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-ICO-001	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-ICO-001	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-ICO-001	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-SEC-001	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-SEC-001	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-SEC-001	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-SEC-001	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-SEC-001	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-LANGCHAIN-001	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-LANGCHAIN-001	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-LANGCHAIN-001	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-LANGCHAIN-001	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-LANGCHAIN-001	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-FILEREAD-001	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-FILEREAD-001	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-FILEREAD-001	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-FILEREAD-001	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-FILEREAD-001	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000008	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000008	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000008	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000008	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000008	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000009	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000009	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000009	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000009	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000009	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LMWCS-20260606-002	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LMWCS-20260606-002	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LMWCS-20260606-002	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LMWCS-20260606-002	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LMWCS-20260606-002	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000008	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000008	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000008	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000008	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000008	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000009	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000009	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000009	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000009	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000009	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000010	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000010	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000010	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000010	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000010	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000011	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000011	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000011	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000011	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000011	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000012	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000012	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000012	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000012	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-000012	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-AUTH-LIMEN-000012	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-AUTH-LIMEN-000012	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-AUTH-LIMEN-000012	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-AUTH-LIMEN-000012	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-AUTH-LIMEN-000012	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000012	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000012	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000012	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000012	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-IDCOLLISION-LIMEN-000012	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-FTC-001	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-FTC-001	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-FTC-001	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-FTC-001	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-NOMERGE-FTC-001	member_case_ids_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LIMEN-007-CAND-003	evidence_tier_format	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LIMEN-007-CAND-003	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LIMEN-007-CAND-003	language_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LIMEN-007-CAND-003	updated_at_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LIMEN-007-CAND-003	member_case_ids_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LIMEN-008-LEAD-001	evidence_tier_format	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LIMEN-008-LEAD-001	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LIMEN-008-LEAD-001	language_not_empty	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LIMEN-008-LEAD-001	updated_at_present	pass
2026-06-07T22:05:33Z	CLUSTER-DERIVATIVE-LIMEN-008-LEAD-001	member_case_ids_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-008-LEAD-007	evidence_tier_format	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-008-LEAD-007	jurisdiction_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-008-LEAD-007	language_not_empty	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-008-LEAD-007	updated_at_present	pass
2026-06-07T22:05:33Z	REVIEW-SINGLETON-LIMEN-008-LEAD-007	member_case_ids_present	pass
