as_of_utc	lane_id	cluster_id	cluster_status	member_case_count	graph_review_surface_status	expected_pairwise_graph_edges	materialized_graph_edges	missing_graph_edges	graph_counting_rule	graph_surface_note	member_case_keys	paper_thesis_use	visualization_dashboard_hook	next_smallest_publishability_move	evidence_basis
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	CLUSTER-DERIVATIVE-LMWCS-20260606-005	stable_duplicate_cluster	2	ledger_only_stable_collapse	0	0	0	collapse_to_canonical_lineage_for_counts_preserve_member_provenance	Stable duplicate clusters govern lineage collapse in the ledger; under the current Figure 4 contract they should travel as collapse metadata rather than as graph edges.	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-005;results/boost/limen-boost-005/candidate-cases.jsonl:LMWCS-20260606-005	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	CLUSTER-DERIVATIVE-LMWCS-20260606-006	stable_duplicate_cluster	2	ledger_only_stable_collapse	0	0	0	collapse_to_canonical_lineage_for_counts_preserve_member_provenance	Stable duplicate clusters govern lineage collapse in the ledger; under the current Figure 4 contract they should travel as collapse metadata rather than as graph edges.	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-006;results/boost/limen-boost-005/candidate-cases.jsonl:LMWCS-20260606-006	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	CLUSTER-DERIVATIVE-SEC-DELPHIA-20260318	stable_duplicate_cluster	2	ledger_only_stable_collapse	0	0	0	collapse_to_canonical_lineage_for_counts_preserve_member_provenance	Stable duplicate clusters govern lineage collapse in the ledger; under the current Figure 4 contract they should travel as collapse metadata rather than as graph edges.	data/cases/authoritative-candidates.jsonl:LIMEN-000006;results/boost/limen-boost-009/candidate-cases.jsonl:LIMEN-000001	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	CLUSTER-DERIVATIVE-SEC-GP-20260318	stable_duplicate_cluster	2	ledger_only_stable_collapse	0	0	0	collapse_to_canonical_lineage_for_counts_preserve_member_provenance	Stable duplicate clusters govern lineage collapse in the ledger; under the current Figure 4 contract they should travel as collapse metadata rather than as graph edges.	data/cases/authoritative-candidates.jsonl:LIMEN-000007;results/boost/limen-boost-009/candidate-cases.jsonl:LIMEN-000002	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-NOMERGE-CODEEXEC-001	reviewed_not_duplicate	2	graph_expected_reviewed_nonmerge	1	1	0	keep_distinct_lineages_do_not_event_merge	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims.	data/cases/security-agentic-candidates.jsonl:LIMEN-000001;data/cases/security-agentic-candidates.jsonl:LIMEN-000006	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep the live graph edge aligned with the ledger and only revisit if a later shared consumer drifts or the Figure 4 contract changes.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-NOMERGE-CODEEXEC-002	reviewed_not_duplicate	2	graph_expected_reviewed_nonmerge	1	1	0	keep_distinct_lineages_do_not_event_merge	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims.	data/cases/security-agentic-candidates.jsonl:LIMEN-000006;data/cases/security-agentic-candidates.jsonl:LIMEN-000007	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep the live graph edge aligned with the ledger and only revisit if a later shared consumer drifts or the Figure 4 contract changes.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-NOMERGE-CREWAI-001	reviewed_not_duplicate	2	graph_expected_reviewed_nonmerge	1	1	0	keep_distinct_lineages_do_not_event_merge	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims.	data/cases/security-agentic-candidates.jsonl:LIMEN-000004;data/cases/security-agentic-candidates.jsonl:LIMEN-000005	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep the live graph edge aligned with the ledger and only revisit if a later shared consumer drifts or the Figure 4 contract changes.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-NOMERGE-ICO-001	reviewed_not_duplicate	2	graph_expected_reviewed_nonmerge	1	1	0	keep_distinct_lineages_do_not_event_merge	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims.	data/cases/authoritative-candidates.jsonl:LIMEN-000003;data/cases/authoritative-candidates.jsonl:LIMEN-000004	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep the live graph edge aligned with the ledger and only revisit if a later shared consumer drifts or the Figure 4 contract changes.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-NOMERGE-SEC-001	reviewed_not_duplicate	2	graph_expected_reviewed_nonmerge	1	1	0	keep_distinct_lineages_do_not_event_merge	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims.	results/boost/limen-boost-009/candidate-cases.jsonl:LIMEN-000001;results/boost/limen-boost-009/candidate-cases.jsonl:LIMEN-000002	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep the live graph edge aligned with the ledger and only revisit if a later shared consumer drifts or the Figure 4 contract changes.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-NOMERGE-LANGCHAIN-001	reviewed_not_duplicate	2	graph_expected_reviewed_nonmerge	1	1	0	keep_distinct_lineages_do_not_event_merge	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims.	data/cases/security-agentic-candidates.jsonl:LIMEN-000006;data/cases/security-agentic-candidates.jsonl:LIMEN-000008	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep the live graph edge aligned with the ledger and only revisit if a later shared consumer drifts or the Figure 4 contract changes.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-NOMERGE-FILEREAD-001	reviewed_not_duplicate	2	graph_expected_reviewed_nonmerge	1	1	0	keep_distinct_lineages_do_not_event_merge	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims.	data/cases/security-agentic-candidates.jsonl:LIMEN-000003;data/cases/security-agentic-candidates.jsonl:LIMEN-000004	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep the live graph edge aligned with the ledger and only revisit if a later shared consumer drifts or the Figure 4 contract changes.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-SINGLETON-LIMEN-000008	no_cluster_review_row	1	singleton_ledger_only	0	0	0	count_as_singleton_lineage_pending_future_overlap_review	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.	data/cases/authoritative-candidates.jsonl:LIMEN-000008	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-SINGLETON-LIMEN-000009	no_cluster_review_row	1	singleton_ledger_only	0	0	0	count_as_singleton_lineage_pending_future_overlap_review	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.	data/cases/security-agentic-candidates.jsonl:LIMEN-000009	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-SINGLETON-LMWCS-20260606-002	no_cluster_review_row	1	singleton_ledger_only	0	0	0	count_as_singleton_lineage_pending_future_overlap_review	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-002	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-IDCOLLISION-LIMEN-000008	identifier_collision_blocker	2	graph_expected_identifier_collision	1	1	0	block_bare_id_joins_use_file_qualified_or_global_id	Pairwise collision edges are part of the Figure 4 quality-control surface and must stay file-qualified to prevent bare-ID joins.	data/cases/authoritative-candidates.jsonl:LIMEN-000008;data/cases/security-agentic-candidates.jsonl:LIMEN-000008	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep the live graph edge aligned with the ledger and only revisit if a later shared consumer drifts or the Figure 4 contract changes.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-IDCOLLISION-LIMEN-000009	identifier_collision_blocker	2	graph_expected_identifier_collision	1	1	0	block_bare_id_joins_use_file_qualified_or_global_id	Pairwise collision edges are part of the Figure 4 quality-control surface and must stay file-qualified to prevent bare-ID joins.	data/cases/authoritative-candidates.jsonl:LIMEN-000009;data/cases/security-agentic-candidates.jsonl:LIMEN-000009	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep the live graph edge aligned with the ledger and only revisit if a later shared consumer drifts or the Figure 4 contract changes.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-SINGLETON-LIMEN-000010	no_cluster_review_row	1	singleton_ledger_only	0	0	0	count_as_singleton_lineage_pending_future_overlap_review	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.	data/cases/authoritative-candidates.jsonl:LIMEN-000010	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-SINGLETON-LIMEN-000011	no_cluster_review_row	1	singleton_ledger_only	0	0	0	count_as_singleton_lineage_pending_future_overlap_review	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.	data/cases/authoritative-candidates.jsonl:LIMEN-000011	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-SINGLETON-LIMEN-000012	no_cluster_review_row	1	singleton_ledger_only	0	0	0	count_as_singleton_lineage_pending_future_overlap_review	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.	data/cases/security-agentic-candidates.jsonl:LIMEN-000012	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-SINGLETON-AUTH-LIMEN-000012	no_cluster_review_row	1	singleton_ledger_only	0	0	0	count_as_singleton_lineage_pending_future_overlap_review	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.	data/cases/authoritative-candidates.jsonl:LIMEN-000012	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-IDCOLLISION-LIMEN-000012	identifier_collision_blocker	2	graph_expected_identifier_collision	1	1	0	block_bare_id_joins_use_file_qualified_or_global_id	Pairwise collision edges are part of the Figure 4 quality-control surface and must stay file-qualified to prevent bare-ID joins.	data/cases/authoritative-candidates.jsonl:LIMEN-000012;data/cases/security-agentic-candidates.jsonl:LIMEN-000012	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep the live graph edge aligned with the ledger and only revisit if a later shared consumer drifts or the Figure 4 contract changes.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-NOMERGE-FTC-001	reviewed_not_duplicate	2	graph_expected_reviewed_nonmerge	1	1	0	keep_distinct_lineages_do_not_event_merge	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims.	data/cases/authoritative-candidates.jsonl:LIMEN-000010;data/cases/authoritative-candidates.jsonl:LIMEN-000011	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep the live graph edge aligned with the ledger and only revisit if a later shared consumer drifts or the Figure 4 contract changes.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	CLUSTER-DERIVATIVE-LIMEN-007-CAND-003	stable_duplicate_cluster	2	ledger_only_stable_collapse	0	0	0	collapse_to_canonical_lineage_for_counts_preserve_member_provenance	Stable duplicate clusters govern lineage collapse in the ledger; under the current Figure 4 contract they travel as collapse metadata rather than as graph edges.	data/cases/authoritative-candidates.jsonl:LIMEN-000008;results/boost/limen-boost-007/candidate-cases.jsonl:LIMEN-007-CAND-003	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	CLUSTER-DERIVATIVE-LIMEN-008-LEAD-001	stable_duplicate_cluster	2	ledger_only_stable_collapse	0	0	0	collapse_to_canonical_lineage_for_counts_preserve_member_provenance	Stable duplicate clusters govern lineage collapse in the ledger; under the current Figure 4 contract they travel as collapse metadata rather than as graph edges.	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-001;results/boost/limen-boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-001	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
2026-06-08T09:58:59Z	limen-dedupe-cluster-taxonomy	REVIEW-SINGLETON-LIMEN-008-LEAD-007	no_cluster_review_row	1	singleton_ledger_only	0	0	0	count_as_singleton_lineage_pending_future_overlap_review	Singleton frontier rows remain ledger-only until a reviewed overlap or direct authority upgrade exists; not graph-eligible under the current Figure 4 contract.	results/boost/limen-boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-007	Figure 4 duplicate-review graph; duplicate-control methods note; reviewer-safe graph-versus-ledger explanation.	duplicate-review graph completeness badge; ledger-versus-graph scope note; subtype overlay caution.	Keep this row ledger-only unless the Figure 4 contract is intentionally widened to include this control type.	results/clusters/duplicate-clusters-v0.1.tsv; results/dashboard/duplicate-review-graph.tsv
