source_id	case_id	record_status	evidence_tier	issuing_body	jurisdiction	language	source_type	authority_level	document_depth_status	published_date	access_date	source_url	source_family	rights_terms_note	cautious_summary	observatory_hook	content_sha256
SRC-AUTH-0018	LIMEN-000008	authoritative_followup	T3_authoritative_source	Federal Communications Commission	United States	en	FCC media release	high	agency_release_summary	2024-08-21	2026-06-07	https://docs.fcc.gov/public/attachments/DOC-404951A1.txt	Regulator and enforcement sources	Public FCC release text; small single-document retrieval only; useful for public-facing wording, but the operative action remains the FCC order text.	The FCC media release states that the settlement concerns spoofed robocalls using generative AI voice cloning technology to spread disinformation in connection with the New Hampshire presidential primary and describes the compliance plan as the first of its kind secured by the FCC.	Feeds deepfake/synthetic-identity enforcement panel, telecom-authentication lifecycle table, election-interference authority slice, and authority-depth dashboard view.	3bd7bce8d25c2b70fb6f861bad6b3657645ea6279f3f698f3b0e4976fb4e2e31
SRC-AUTH-0019	LIMEN-000009	authoritative_follow_through	T3_authoritative_source	Policija / Ministry of the Interior, Police	Slovenia	sl	official police project page	high	official_project_page_text_present	2026-01-07	2026-06-07	https://www.policija.si/delovna-podrocja/mednarodno-sodelovanje/crpanje-evropskih-sredstev/projekt-euccs-preparation-stage-4	Public-sector and policing sources	Public official police page; use metadata, short quotations, and bounded translation glosses only. No claim of independent legality, proportionality, effectiveness, or production deployment.	The Slovenian police publicly host a Project ORION page stating that the project aims to improve border management with the help of artificial intelligence, describes the border-control approach as secure, reliable, and privacy-preserving, lists six sub-goals including interoperability with SIS/VIS/EES and ethical/legal compliance, and mentions privacy-preserving systems able to search and process encrypted biometric data plus pilot scenarios in Romania, Bulgaria, and Slovenia.	Feeds jurisdiction/language map, public-sector AI deployment panel, policing/border-control topology, biometric/privacy tension matrix, and authority-depth geography diversification view.	a12dae4645d1b56c70db97d5a301e461a4cce41729c387a8233fea4f8e61a7d2
SRC-AUTH-0020	LIMEN-000010	authoritative_candidate	T3_authoritative_source	Federal Trade Commission	United States	en	FTC administrative complaint	high	complaint_pdf_text_present	2025-01-14	2026-06-07	https://www.ftc.gov/system/files/ftc_gov/pdf/2323042_donotpay_complaint.pdf	Regulator and enforcement sources	Public FTC PDF; preserve FTC complaint posture and avoid unauthorized-practice or product-truth overread beyond the complaint/order text.	The FTC complaint states that DoNotPay described its service as the world's first robot lawyer and an AI lawyer capable of drafting ironclad demand letters, contracts, and small-claims complaints, while alleging that the service was not designed to operate like a human lawyer in the respects advertised.	nonfinance_official_ai_claim_anchor; posture-aware AI-washing panel; legal-service-substitution comparator	8efa046021e2f03ed221e05cdc6e134976db911521dd91033186dd82b4b5bdb0
SRC-AUTH-0021	LIMEN-000010	authoritative_candidate	T3_authoritative_source	Federal Trade Commission	United States	en	FTC final decision and order	high	final_order_pdf_text_present	2025-01-14	2026-06-07	https://www.ftc.gov/system/files/ftc_gov/pdf/2323042_donotpay_decision_and_order_0.pdf	Regulator and enforcement sources	Public FTC PDF; preserve consent-order / final-order posture and do not generalize beyond the order's own prohibitions and monetary relief.	The FTC final order bars DoNotPay from representing that a covered product or service operates like a human lawyer by applying relevant laws to subscribers' particular legal and factual situations and orders USD 193000 in monetary relief.	nonfinance_official_ai_claim_anchor; authority-depth funnel; legal-service-substitution comparator	56525fb1f7d74cdb2c276cf359cbf6373c677f3e5c9b6084b6f08575c2d74233
SRC-AUTH-0022	LIMEN-000011	authoritative_candidate	T3_authoritative_source	Federal Trade Commission	United States	en	FTC administrative complaint	high	complaint_pdf_text_present	2025-08-21	2026-06-07	https://www.ftc.gov/system/files/ftc_gov/pdf/ContentatScaleAI-Complaint.pdf	Regulator and enforcement sources	Public FTC PDF; preserve FTC complaint posture and avoid turning complaint allegations into a general scientific verdict on AI detectors.	The FTC complaint states that Workado / Content at Scale AI claimed its AI Content Detector could predict with 98.3% accuracy whether text was generated using systems such as ChatGPT, GPT-4, Claude, and Bard, while alleging the model had not been tested for the plain-language text users typically submitted and that public results showed substantially lower performance than 98.3%.	ai_detector_claims_anchor; false-capability matrix; education-research-integrity bridge	58a58ea8506826880958fca35c15f913c1af45e526944535950e98a25abd583a
SRC-AUTH-0023	LIMEN-000011	authoritative_candidate	T3_authoritative_source	Federal Trade Commission	United States	en	FTC final decision and order	high	final_order_pdf_text_present	2025-08-21	2026-06-07	https://www.ftc.gov/system/files/ftc_gov/pdf/ContentatScaleAI-DecisionandOrder.pdf	Regulator and enforcement sources	Public FTC PDF; preserve final-order posture and use only for the exact substantiation, recordkeeping, and customer-notice obligations in the order.	The FTC final order bars Workado from making representations about an AI-detection product's effectiveness unless the representation is non-misleading and backed by competent and reliable evidence, and the order imposes preservation-of-testing-records and customer-notice obligations.	ai_detector_claims_anchor; false-capability matrix; education-research-integrity bridge	864ccc9e2831e3dff4d06359f43ec259b8323ed642cf662c787329c384659341
SRC-AUTH-0024	LIMEN-000012	authoritative_candidate	T3_authoritative_source	Datatilsynet	Denmark	da	data protection authority decision page	high	regulator_decision_page_text_present	2024-06-12	2026-06-07	https://www.datatilsynet.dk/afgoerelser/afgoerelser/2024/jun/udvikling-af-ai-loesning-til-sagsbehandling-paa-su-omraadet	Public-sector registers and procurement	Public Danish regulator page; preserve Danish original and translation caution; use as governance/legal-basis text only, not as proof of harm, illegality, deployment success, or compliance certification.	The Danish Data Protection Authority states that, after a request from the Danish Agency for Higher Education and Science, it assessed the legal basis for developing and operating an AI solution to support screening of disability-allowance applications, said the processing could in principle rely on GDPR Article 6(1)(e) and Article 9(2)(g) with supplementary national legal basis, and noted that the system was described as an initial documentation-screening tool rather than a final decision-support tool affecting entitlement directly.	rare_language_governance_anchor; jurisdiction/language map; public-sector proof-ceiling comparator; reviewer-safe legal-basis note	c94af9a2a06ab91dbd2e2a56f69de0d6cdeed4a1700ec98ad2c4d2560bea3c1f
SRC-AUTH-0025	LIMEN-000013	authoritative_candidate_hold_complex_posture	T3_authoritative_source	Federal Trade Commission	United States	en	FTC administrative complaint	high	complaint_pdf_text_present	2024-09-25	2026-06-07	https://www.ftc.gov/system/files/ftc_gov/pdf/2323052rytrcomplaint.pdf	Regulator and enforcement sources	Public FTC PDF reachable directly while the host-local FTC legal-library shell is anti-automation blocked; use complaint posture only and quote sparingly.	The FTC complaint states that Rytr sold a generative-AI writing service with a Testimonial & Review use case that could quickly generate detailed review text with little user input, alleges the generated reviews often included material details unrelated to the prompts, and alleges the service causes or is likely to cause substantial consumer harm by facilitating fake reviews.	FTC false-capability / review-manipulation queue; regulator-document-depth ladder; host-blocked-shell versus direct-PDF-open route note	ce7f4293fc0df0192f317030b436cf1f82e1ed05a593f1e03a3f79d3412d9296
SRC-AUTH-0026	LIMEN-000013	authoritative_candidate_hold_complex_posture	T3_authoritative_source	Federal Trade Commission	United States	en	FTC final decision and order	high	final_order_pdf_text_present	2024-09-25	2026-06-07	https://www.ftc.gov/system/files/ftc_gov/pdf/2323052c4806finalorder.pdf	Regulator and enforcement sources	Public FTC PDF reachable directly while the host-local FTC legal-library shell is anti-automation blocked; keep final-order posture explicit and do not ignore later chronology complexity already flagged elsewhere in the project.	The FTC final decision and order states that Rytr must not advertise, market, promote, offer for sale, or sell any review or testimonial generation service, and imposes acknowledgment, compliance-report, notice, and recordkeeping obligations.	FTC remedy-detail sidecar; direct-order-text versus later-chronology caution panel; review-manipulation enforcement matrix	7e890107fc9e5eb5d5114b3bd7337993e4c321afa829e683f7cd9773d28f4d64
SRC-AUTH-0027	LIMEN-000014	authoritative_candidate_hold_document_read	T3_authoritative_source	Federal Trade Commission	United States	en	FTC federal court complaint	high	complaint_pdf_text_present	2025-08-25	2026-06-07	https://www.ftc.gov/system/files/ftc_gov/pdf/AiraiComplaint.pdf	Regulator and enforcement sources	Public FTC PDF reachable directly while the host-local FTC legal-library shell is anti-automation blocked; preserve complaint posture and avoid overclassifying the case beyond the complaint text.	The FTC complaint alleges that Air AI defendants sold business coaching, licensing, and an AI-related product suite marketed around conversational AI that would allegedly replace human sales or customer-service functions, while also alleging deceptive earnings claims, deceptive refund claims, and Business Opportunity Rule / Telemarketing Sales Rule violations.	FTC conversational-AI business-opportunity queue; human-replacement marketing claim panel; host-blocked-shell versus direct-PDF-open route note	1771fe9cee898188db3560018ccbd83bd003d90bccbff6d92c5c9ede41a68b53
SRC-AUTH-0028	LIMEN-000014	authoritative_candidate_hold_document_read	T3_authoritative_source	Federal Trade Commission	United States	en	FTC motion for temporary restraining order	high	motion_pdf_text_present	2025-08-25	2026-06-07	https://www.ftc.gov/system/files/ftc_gov/pdf/AiraiMotionforTRO.pdf	Regulator and enforcement sources	Public FTC PDF reachable directly while the host-local FTC legal-library shell is anti-automation blocked; treat as procedural filing presence and not as a merits finding.	The FTC publicly filed a motion for a temporary restraining order and related relief in the Air AI matter on the same date as the complaint, adding direct procedural-document depth even though the host-local legal-library shell is blocked.	FTC procedural-depth facet; complaint-plus-motion document ladder; court-escalation readiness note	941c5d4787677fbd4a05c2d76a1291978f80fd827056509b7634ff0c4206eba3
SRC-AUTH-0029	LIMEN-000013	authoritative_candidate_complex_posture_followup	T3_authoritative_source	Federal Trade Commission	United States	en	FTC order reopening and setting aside final order	high	reopening_set_aside_order_pdf_text_present	2025-12-22	2026-06-07	https://www.ftc.gov/system/files/ftc_gov/pdf/Rytr-Order.pdf	Regulator and enforcement sources	Public FTC PDF linked from the case page; preserve chronology and reversibility posture carefully and do not treat the vacated 2024 order as still operative.	The FTC order reopening and setting aside the Rytr final order states that, in connection with review under Executive Order 14179 and America's AI Action Plan, the Commission determined the public interest required reopening and setting aside the 2024 final order, stated that the specific facts in the complaint do not support a Section 5 violation, and recorded that Rytr consented to vacating the order.	Feeds chronology/reversibility appendix, authority-depth dashboard split between active and set-aside FTC orders, and limitations notes on unstable regulatory-posture exemplars.	98273570c454050d9e5c2125b1baf497e6af63df4773e1a26d9ed29d5c91d93e
SRC-AUTH-0030	LIMEN-000014	authoritative_candidate_followup_disposition	T3_authoritative_source	United States District Court for the District of Arizona / Federal Trade Commission	United States	en	stipulated order for permanent injunction, monetary judgment, and other relief	high	stipulated_order_pdf_text_present	2026-03-24	2026-06-07	https://www.ftc.gov/system/files/ftc_gov/pdf/AirAi-Order_1.pdf	Regulator and enforcement sources	Public FTC-hosted court filing PDF; preserve stipulated-order posture, defendants' non-admission clause, and court/FTC procedural language without converting the order into broader technical-capability findings.	The stipulated order in the Air AI matter states that the complaint charged deceptive acts or practices under the FTC Act, Telemarketing Sales Rule, and Business Opportunity Rule; that defendants neither admit nor deny the allegations except jurisdiction facts; that defendants are permanently restrained from creating, advertising, marketing, distributing, promoting, offering for sale, or selling any Business Opportunity; and that an $18,000,000 judgment was entered with $50,000 due and the remainder suspended subject to financial representations.	Feeds FTC settlement-sidecar panel, business-opportunity enforcement view, human-replacement-marketing queue resolution, and authority-depth dashboard.	9ba4967f1534c8e8fda56108a9803b6703161d0b7ee8eafca2f0a9acd5cb0838
SRC-AUTH-0031	LIMEN-000015	authoritative_candidate	T3_authoritative_source	Commission nationale de l'informatique et des libertés (CNIL)	France	fr	data protection authority warning page	high	regulator_warning_page_text_present	2021-02-18	2026-06-08	https://www.cnil.fr/fr/reconnaissance-faciale-et-interdiction-commerciale-de-stade-la-cnil-adresse-un-avertissement-un-club	Regulator and enforcement sources	Public regulator page; preserve French original and do not infer actual deployment or sanction beyond the warning text.	The CNIL states that its President warned a sports club that a proposed facial-recognition system intended to identify people subject to commercial stadium bans could not lawfully be implemented under the current legal framework, and that biometric-data processing for the club's stated anti-terrorism purpose would be illicit absent a specific legislative or regulatory basis.	non_us_uk_authority_diversification; biometric_surveillance_matrix; sports_security_governance_panel	19fe5bf37bf60157be9d1c83a9f017d3e2f6590a97919fec84796371610d8777
SRC-AUTH-0032	LIMEN-000012	authoritative_candidate_follow_through	T3_authoritative_source	Datatilsynet	Denmark	da	data protection authority drift page	high	regulator_decision_page_text_present	2025-09-30	2026-06-08	https://www.datatilsynet.dk/afgoerelser/afgoerelser/2025/sep/drift-af-ai-loesning-til-sagsbehandling-paa-su-omraadet	Public-sector registers and procurement	Public Danish regulator page; preserve Danish original and translation caution; use as same-row drift/legal-basis follow-through only, not as proof of harm, procurement regularity, or deployment effectiveness.	The Datatilsynet drift page states that the same SU-case AI solution can be assessed for operation on the basis of GDPR Article 6(1)(e) and Article 9(2)(g) together with SU-loven, SU-bekendtgørelsen, and AI-SU-bekendtgørelsen, and it adds explicit safeguards language on storage/deletion, security, design/defaults, and impact analysis.	rare-language public-sector governance follow-through; exact-row development-to-drift timeline; non-U.S./non-UK authority-depth comparator	a757d3b0385e498f1d6ca53b655bd31d8cf093803d173a64d6d498013329adc9
SRC-AUTH-0033	LIMEN-000009	authoritative_follow_through	T3_authoritative_source	European Commission / CORDIS	European Union	en	EU project fact sheet	high	official_eu_project_fact_sheet_text_present	2026-05-25	2026-06-08	https://cordis.europa.eu/project/id/101225611	Public-sector and policing sources	Public European Commission / CORDIS fact sheet; use project-metadata and objective text only. Do not convert project-description wording into legality, effectiveness, procurement-award certainty, or production-deployment proof; bounded 2026-06-08 reprobes did not recover a stable public booklet/PDF route beyond the HTML/XML companion pair.	"The official CORDIS fact sheet for ORION identifies the project as ""Optimized Risk-based Intelligence-driven Operations for Next-generation Secure, Reliable and Privacy-preserving Border Management"", gives grant agreement ID 101225611, states it is funded under Civil Security for Society with EUR 5,240,093.75 EU contribution and coordinated by UBITECH LIMITED in Cyprus, and says the objective includes interoperability, dynamic resource allocation, ethical/legal compliance, and four demonstrated use cases including enhanced risk assessment and resource allocation at land border check points."	Feeds jurisdiction/language map, public-sector AI deployment panel, policing/border-control topology, authority-depth ladder, and rare-language companion-chain view.	72f5338f6db2ba97d8272748c009e5fa31fbbdf47898fa87098f92517af7abac
